clinical_item_id,name,base_name
66852,YFFQ1(Result),YFFQ1
70119,YFFQ2(InRange),YFFQ2
66851,YFFQ2(Result),YFFQ2
66973,YFLSC1(Result),YFLSC1
69796,YFMG2(Result),YFMG2
67621,YGBMG1(High),YGBMG1
71418,YGBMG1(Result),YGBMG1
70443,YGDA2(Result),YGDA2
70686,YHAET1(High),YHAET1
71538,YHAET1(InRange),YHAET1
68643,YHAET1(Result),YHAET1
70284,YHALO2(Low),YHALO2
69939,YHEMAM(Result),YHEMAM
67160,YHEMID(Result),YHEMID
67156,YHEMIN(Result),YHEMIN
67158,YHEMME(Result),YHEMME
67159,YHEMOD(Result),YHEMOD
67154,YHEMRD(Result),YHEMRD
67157,YHEMRS(Result),YHEMRS
67155,YHEMRV(Result),YHEMRV
69940,YHEMSO(Result),YHEMSO
67161,YHEMSP(Result),YHEMSP
68176,YHGBP1(High),YHGBP1
69859,YHGBP1(InRange),YHGBP1
66989,YHGBP1(Result),YHGBP1
69764,YHIS1(Result),YHIS1
70480,YHISA1(Result),YHISA1
67968,YHISC4(Result),YHISC4
70644,YHISC5(Result),YHISC5
72542,YHISS4(InRange),YHISS4
67612,YHISS4(Result),YHISS4
69934,YHISS5(Result),YHISS5
72359,YHISU4(InRange),YHISU4
66706,YHISU4(Result),YHISU4
69955,YHISU5(Result),YHISU5
68431,YHMP1(Result),YHMP1
68432,YHMP2(Result),YHMP2
72916,YHPL1(InRange),YHPL1
66716,YIFB1(Result),YIFB1
69441,YIFB2(Result),YIFB2
70718,YIGF2A(High),YIGF2A
70185,YIGF2A(InRange),YIGF2A
69800,YIGF2A(Result),YIGF2A
70208,YINF1(Result),YINF1
66901,YINF2(Result),YINF2
66900,YINF3(Result),YINF3
70207,YINF4(Result),YINF4
66899,YINF5(Result),YINF5
66898,YINF6(Result),YINF6
71274,YINH1(High),YINH1
70594,YINH1(InRange),YINH1
70893,YINH1(Result),YINH1
69029,YINSF1(High),YINSF1
69243,YINSF1(Result),YINSF1
72653,YITR1(High),YITR1
70004,YITR1(InRange),YITR1
68152,YITR1(Result),YITR1
72548,YITR2(High),YITR2
70003,YITR2(InRange),YITR2
68151,YITR2(Result),YITR2
68150,YITR3(Result),YITR3
67557,YKLF1(High),YKLF1
69284,YKLF1(Low),YKLF1
68508,YKLF2(High),YKLF2
69283,YKLF2(Low),YKLF2
67556,YKLF2(Result),YKLF2
67555,YKLF3(High),YKLF3
68507,YKLF3(Result),YKLF3
68097,YLACT1(Result),YLACT1
68919,YLAP1(High),YLAP1
68632,YLAP1(Result),YLAP1
70440,YLCFA1(InRange),YLCFA1
70439,YLCFA2(InRange),YLCFA2
70438,YLCFA3(InRange),YLCFA3
70437,YLCFA4(InRange),YLCFA4
70436,YLCFA5(InRange),YLCFA5
70435,YLCFA6(InRange),YLCFA6
70434,YLCFA7(InRange),YLCFA7
70433,YLCFA8(InRange),YLCFA8
70432,YLCFA9(Result),YLCFA9
71328,YLDIS2(Result),YLDIS2
71327,YLDIS3(High),YLDIS3
73471,YLDIS3(Result),YLDIS3
71322,YLDIS8(High),YLDIS8
73539,YLDIS8(InRange),YLDIS8
73467,YLDIS8(Low),YLDIS8
73592,YLDIS8(Result),YLDIS8
68224,YLEGS1(Result),YLEGS1
67945,YLEP1(Result),YLEP1
73321,YLEPT1(InRange),YLEPT1
71129,YLEVT1(High),YLEVT1
70021,YLEVT1(InRange),YLEVT1
70009,YLEVT1(Low),YLEVT1
67637,YLEVT1(Result),YLEVT1
69524,YLYSOZ(High),YLYSOZ
67097,YLYSOZ(InRange),YLYSOZ
72329,YMEM1(Result),YMEM1
67550,YMPAG(High),YMPAG
66931,YMPAG(InRange),YMPAG
67979,YMPAG(Low),YMPAG
72491,YNABF1(Result),YNABF1
68093,YNMOG1(Result),YNMOG1
71400,YNOB2(Result),YNOB2
71399,YNOB3(Result),YNOB3
73520,YNORC(High),YNORC
70262,YNORC(InRange),YNORC
68232,YNORC(Result),YNORC
71247,YOXALU(High),YOXALU
69532,YOXALU(InRange),YOXALU
73161,YOXALU(Low),YOXALU
71473,YOXY(Result),YOXY
68435,YP4AB1(Result),YP4AB1
68434,YP4AB2(Result),YP4AB2
68433,YP4AB3(Result),YP4AB3
69701,YPANAP(InRange),YPANAP
70603,YPANPP(High),YPANPP
68519,YPANPP(InRange),YPANPP
69806,YPANPP(Result),YPANPP
70884,YPAPT(High),YPAPT
73204,YPARV1(High),YPARV1
70170,YPARV1(InRange),YPARV1
67779,YPARV1(Result),YPARV1
68616,YPARV2(High),YPARV2
70169,YPARV2(InRange),YPARV2
67778,YPARV2(Result),YPARV2
67777,YPARV3(Result),YPARV3
70706,YPCA(High),YPCA
70043,YPCA(InRange),YPCA
69254,YPCA(Result),YPCA
67169,YPEG(Result),YPEG
70310,YPERA1(Result),YPERA1
70309,YPERA2(Result),YPERA2
71471,YPHEN(Result),YPHEN
69477,YPLAB2(Result),YPLAB2
69547,YPR31(High),YPR31
71553,YPR31(InRange),YPR31
68954,YPR31(Result),YPR31
69703,YPROC(InRange),YPROC
69217,YPSEU(Result),YPSEU
71169,YPTSA(InRange),YPTSA
71171,YPTSG(InRange),YPTSG
71170,YPTSM(High),YPTSM
73164,YRAB1(InRange),YRAB1
70470,YRAB1(Result),YRAB1
71266,YRAJI(InRange),YRAJI
67167,YRAJI(Result),YRAJI
71107,YRET1(Result),YRET1
67657,YRIB1(Result),YRIB1
67997,YRICK1(Result),YRICK1
67996,YRICK2(Result),YRICK2
67995,YRICK3(Result),YRICK3
67994,YRICK4(Result),YRICK4
70768,YRISP1(InRange),YRISP1
70880,YRISP1(Result),YRISP1
71100,YRISP3(InRange),YRISP3
70766,YRISP3(Result),YRISP3
71476,YRL1(Result),YRL1
71474,YRL2(Result),YRL2
71472,YRL3(Result),YRL3
71470,YRL4(Result),YRL4
71469,YRL5(Result),YRL5
71468,YRL6(Result),YRL6
70601,YRS1(Result),YRS1
68451,YRS2(Result),YRS2
68450,YRS3(Result),YRS3
70363,YSCER1(InRange),YSCER1
71504,YSCER1(Result),YSCER1
70362,YSCER2(InRange),YSCER2
72156,YSCER2(Result),YSCER2
70067,YSERT2(InRange),YSERT2
70579,YSHBG1(InRange),YSHBG1
70669,YSHBG1(Result),YSHBG1
71373,YSMG1(Result),YSMG1
71372,YSMG2(Result),YSMG2
69454,YSMG3(Result),YSMG3
69453,YSMG4(Result),YSMG4
67564,YSTA(Result),YSTA
67729,YSTCL1(Result),YSTCL1
73160,YSTCL2(InRange),YSTCL2
70230,YSTCL2(Result),YSTCL2
73159,YSTCL3(InRange),YSTCL3
68696,YSTCL3(Result),YSTCL3
68760,YSTCL4(High),YSTCL4
70241,YSTCL4(InRange),YSTCL4
68695,YSTCL4(Result),YSTCL4
67780,YSTFRR(High),YSTFRR
69925,YSTFRR(InRange),YSTFRR
69511,YSTFRR(Low),YSTFRR
67775,YSTFRR(Result),YSTFRR
69371,YSTK1(Result),YSTK1
70164,YSTK2(Result),YSTK2
67883,YSTK3(Result),YSTK3
70163,YSTK4(InRange),YSTK4
67882,YSTK4(Result),YSTK4
73547,YSTNA1(High),YSTNA1
68558,YSTNA1(Result),YSTNA1
73546,YSTNA2(InRange),YSTNA2
69861,YSTNA2(Result),YSTNA2
73548,YSTNA3(InRange),YSTNA3
68227,YSTNA3(Result),YSTNA3
69860,YSTNA4(InRange),YSTNA4
68226,YSTNA4(Result),YSTNA4
69737,YSTNCO(Result),YSTNCO
68879,YSTNNJ(Result),YSTNNJ
68878,YSTNNM(Result),YSTNNM
68877,YSTNSJ(Result),YSTNSJ
68876,YSTNSM(Result),YSTNSM
68413,YSTNSO(Result),YSTNSO
68799,YSTNWT(High),YSTNWT
68412,YSTNWT(InRange),YSTNWT
71131,YSTNWT(Result),YSTNWT
70318,YSTON(Result),YSTON
70557,YT7P2(High),YT7P2
72473,YT7P2(InRange),YT7P2
68850,YT7P2(Result),YT7P2
70019,YTESHD(Result),YTESHD
73412,YTETT1(High),YTETT1
70072,YTETT1(InRange),YTETT1
68310,YTETT1(Result),YTETT1
69869,YTICK1(Result),YTICK1
69868,YTICK2(Result),YTICK2
69867,YTICK3(Result),YTICK3
69653,YTRAB1(High),YTRAB1
68863,YTRAB1(Result),YTRAB1
69084,YTRYP1(High),YTRYP1
70243,YTRYP1(InRange),YTRYP1
68969,YTRYP1(Result),YTRYP1
68709,YU5HUT(InRange),YU5HUT
71311,YU5HUT(Result),YU5HUT
70372,YUAAGC(InRange),YUAAGC
67452,YUAAGC(Result),YUAAGC
70701,YUALA1(InRange),YUALA1
68529,YUALA1(Result),YUALA1
70700,YUALA2(InRange),YUALA2
68527,YUALA2(Result),YUALA2
70915,YUALD2(InRange),YUALD2
67824,YUALD2(Result),YUALD2
67819,YUAMIM(Result),YUAMIM
67810,YUAMIN(Result),YUAMIN
71164,YUARR2(InRange),YUARR2
69267,YUARR2(Result),YUARR2
71163,YUARR4(InRange),YUARR4
69266,YUARR4(Result),YUARR4
68654,YUARS1(Result),YUARS1
71513,YUARS2(InRange),YUARS2
68653,YUARS2(Result),YUARS2
71512,YUARS3(InRange),YUARS3
68652,YUARS3(Result),YUARS3
67451,YUATGC(Result),YUATGC
69353,YUBBIM(Result),YUBBIM
69349,YUBBIN(Result),YUBBIN
69248,YUBEGC(High),YUBEGC
67357,YUBEGC(InRange),YUBEGC
69517,YUBTGC(InRange),YUBTGC
69352,YUBTGC(Result),YUBTGC
69567,YUBZCO(Result),YUBZCO
67460,YUBZIM(Result),YUBZIM
67450,YUBZIN(Result),YUBZIN
69568,YUBZNO(Result),YUBZNO
70608,YUCATF(Result),YUCATF
69631,YUCICN(InRange),YUCICN
69632,YUCIUT(InRange),YUCIUT
67358,YUCOIM(Result),YUCOIM
67356,YUCOIN(Result),YUCOIN
70029,YUCOP2(InRange),YUCOP2
67992,YUCOP2(Result),YUCOP2
71432,YUCOP4(High),YUCOP4
70609,YUCOP4(InRange),YUCOP4
71043,YUCOP4(Low),YUCOP4
68305,YUCOP4(Result),YUCOP4
68161,YUCOUT(InRange),YUCOUT
70612,YUCOUT(Result),YUCOUT
67455,YUEFGC(Result),YUEFGC
67984,YUFCUT(InRange),YUFCUT
71546,YUFCUT(Low),YUFCUT
69470,YUFCUT(Result),YUFCUT
68847,YUHMGC(High),YUHMGC
67952,YUHMGC(InRange),YUHMGC
67402,YUHMGC(Result),YUHMGC
71402,YUHYM2(High),YUHYM2
71302,YUHYM2(InRange),YUHYM2
69227,YUHYM2(Result),YUHYM2
70320,YUHYM5(InRange),YUHYM5
69224,YUHYM5(Result),YUHYM5
71257,YUHYM6(High),YUHYM6
70319,YUHYM6(InRange),YUHYM6
69223,YUHYM6(Result),YUHYM6
67814,YUMDA(Result),YUMDA
67813,YUMDMA(Result),YUMDMA
69680,YUMECO(Result),YUMECO
69695,YUMER2(Result),YUMER2
67863,YUMEUT(InRange),YUMEUT
67842,YUMEUT(Result),YUMEUT
69426,YUMOGC(High),YUMOGC
67401,YUMOGC(InRange),YUMOGC
67523,YUMOGC(Result),YUMOGC
70801,YUNTXC(InRange),YUNTXC
70561,YUNTXC(Result),YUNTXC
70800,YUNTXR(InRange),YUNTXR
70560,YUNTXR(Result),YUNTXR
70799,YUNTXT(InRange),YUNTXT
70559,YUNTXT(Result),YUNTXT
67812,YUOAGC(Result),YUOAGC
69518,YUOPCO(Result),YUOPCO
67405,YUOPIM(Result),YUOPIM
67399,YUOPIN(Result),YUOPIN
73466,YUOXCO(High),YUOXCO
69530,YUOXCO(InRange),YUOXCO
69531,YUOXUT(InRange),YUOXUT
68957,YUPCGC(InRange),YUPCGC
68958,YUPCIM(Result),YUPCIM
68955,YUPCIN(Result),YUPCIN
66720,YUPCP(Result),YUPCP
67815,YUPSGC(Result),YUPSGC
67817,YUPTGC(Result),YUPTGC
67811,YUSYGC(Result),YUSYGC
68477,YUTHIM(Result),YUTHIM
68476,YUTHIN(Result),YUTHIN
66719,YUTTHC(Result),YUTTHC
72838,YUTZGC(High),YUTZGC
68274,YUTZGC(InRange),YUTZGC
67456,YUTZGC(Result),YUTZGC
69045,YVB1W1(High),YVB1W1
70488,YVB1W1(InRange),YVB1W1
70602,YVB1W1(Low),YVB1W1
67720,YVB1W1(Result),YVB1W1
70239,YVB1W2(Result),YVB1W2
70737,YVITB2(High),YVITB2
70483,YVITB2(InRange),YVITB2
72398,YVITB2(Low),YVITB2
69492,YVITC(High),YVITC
68843,YVITC(InRange),YVITC
70578,YVITC(Low),YVITC
72377,YVITC(Result),YVITC
68819,YVWMR(Result),YVWMR
67297,YWNSC(Result),YWNSC
68373,ZINC(Low),ZINC
69236,ZINC(Result),ZINC
71481,ZNC(High),ZNC
70012,ZNC(InRange),ZNC
70036,ZNC(Low),ZNC
70494,ZNC(Result),ZNC
69646,ZONIS(High),ZONIS
70308,ZONIS(InRange),ZONIS
68976,ZONIS(Low),ZONIS
68999,ZONIS(Result),ZONIS
