clinical_item_id,name,base_name
71573,10049R(Result),10049R
73005,10460R(Result),10460R
73004,10461R(Result),10461R
73069,10462R(Result),10462R
73068,10463R(Result),10463R
73269,10464R(Result),10464R
73268,10465R(Result),10465R
72971,10466R(Result),10466R
72970,10467R(Result),10467R
73072,10469R(Result),10469R
73071,10470R(Result),10470R
73431,10471R(Result),10471R
73024,10472R(Result),10472R
73023,10473R(Result),10473R
73461,10474R(Result),10474R
73456,10475R(Result),10475R
73109,10476R(Result),10476R
73103,10477R(Result),10477R
73482,10478R(Result),10478R
73689,11001R(High),11001R
70425,11001R(InRange),11001R
68175,11001R(Result),11001R
70424,11002R(Result),11002R
72738,11005R(Result),11005R
72737,11006R(Result),11006R
72736,11007R(Result),11007R
72735,11008R(Result),11008R
72734,11009R(Result),11009R
72733,11010R(Result),11010R
72732,11011R(Result),11011R
72731,11012R(Result),11012R
68371,11014R(Result),11014R
68370,11015R(Result),11015R
68369,11016R(Result),11016R
72730,11141R(Result),11141R
71261,11146R(High),11146R
69848,11146R(InRange),11146R
69111,11146R(Result),11146R
69847,11147R(Result),11147R
69846,11148R(Result),11148R
69845,11149R(Result),11149R
69844,11150R(Result),11150R
69843,11152R(Result),11152R
68975,11154R(Result),11154R
71248,11155R(High),11155R
68974,11155R(Result),11155R
68990,11164R(High),11164R
70422,11164R(InRange),11164R
69455,11164R(Result),11164R
70006,11165R(High),11165R
67216,11165R(Result),11165R
70005,11166R(High),11166R
67215,11166R(Result),11166R
66854,11167R(Result),11167R
67153,11168R(Result),11168R
73702,11171R(High),11171R
71429,11171R(InRange),11171R
73385,11171R(Result),11171R
72915,11174R(InRange),11174R
71483,11176R(High),11176R
70664,11176R(InRange),11176R
68993,11176R(Result),11176R
68992,11177R(Result),11177R
70878,11180R(High),11180R
68857,11180R(Result),11180R
70877,11181R(High),11181R
68856,11181R(Result),11181R
71305,11183R(High),11183R
68987,11183R(Result),11183R
69941,11184R(High),11184R
68986,11184R(Result),11184R
71205,11185R(Abnormal),11185R
69345,11185R(Result),11185R
72614,11189R(Result),11189R
70628,11191R(High),11191R
69393,11191R(Result),11191R
69392,11192R(Result),11192R
73477,11196R(High),11196R
70875,11197R(High),11197R
68854,11197R(Result),11197R
67574,11200R(Result),11200R
67573,11201R(Result),11201R
67572,11202R(Result),11202R
67571,11203R(Result),11203R
67570,11204R(Result),11204R
67569,11205R(Result),11205R
67568,11206R(Result),11206R
67567,11207R(Result),11207R
67566,11208R(Result),11208R
67565,11209R(Result),11209R
71269,11210R(High),11210R
70228,11210R(InRange),11210R
67563,11210R(Result),11210R
72214,11211R(High),11211R
70227,11211R(InRange),11211R
67562,11211R(Result),11211R
71385,11212R(High),11212R
70226,11212R(InRange),11212R
67560,11212R(Result),11212R
71260,11213R(High),11213R
70225,11213R(InRange),11213R
67559,11213R(Result),11213R
67699,11215R(Result),11215R
73551,11218R(High),11218R
73576,11218R(InRange),11218R
72381,11220R(InRange),11220R
72380,11221R(InRange),11221R
72379,11222R(InRange),11222R
72857,11222R(Result),11222R
72378,11223R(InRange),11223R
73550,11224R(High),11224R
72776,11226R(Result),11226R
72775,11227R(Result),11227R
72774,11228R(Result),11228R
71300,11230R(High),11230R
70691,11230R(InRange),11230R
67846,11230R(Result),11230R
70690,11231R(High),11231R
70870,11231R(InRange),11231R
67845,11231R(Result),11231R
71533,11232R(High),11232R
70689,11232R(InRange),11232R
67844,11232R(Result),11232R
71532,11233R(High),11233R
70688,11233R(InRange),11233R
67843,11233R(Result),11233R
67076,11235R(High),11235R
68743,11235R(Result),11235R
70339,11236R(High),11236R
67075,11236R(Result),11236R
67074,11237R(Result),11237R
69684,11239R(Result),11239R
71184,11241R(High),11241R
68406,11241R(Result),11241R
67173,11243R(Result),11243R
68115,11247R(High),11247R
67172,11247R(Result),11247R
68658,11251R(Result),11251R
70352,11252R(High),11252R
68657,11252R(Result),11252R
70642,11255R(Result),11255R
70641,11256R(Result),11256R
70640,11257R(Result),11257R
70639,11258R(Result),11258R
70638,11259R(Result),11259R
70635,11260R(Result),11260R
70634,11261R(Result),11261R
70633,11262R(Result),11262R
70632,11263R(Result),11263R
70631,11264R(Result),11264R
73147,11266R(Abnormal),11266R
67151,11266R(Result),11266R
69583,11300R(Result),11300R
69582,11301R(Result),11301R
69581,11302R(Result),11302R
69580,11303R(Result),11303R
69579,11304R(Result),11304R
69578,11305R(Result),11305R
69577,11306R(Result),11306R
72327,11313R(InRange),11313R
70787,11323R(Result),11323R
69456,11325R(Result),11325R
68604,11341R(Result),11341R
68603,11342R(Result),11342R
68187,11344R(Result),11344R
72049,11348R(Result),11348R
70663,11358R(Result),11358R
73416,11366R(Result),11366R
70871,11370R(Result),11370R
69489,11374R(Result),11374R
73618,11376R(Result),11376R
70794,11459R(Result),11459R
71368,11499R(Result),11499R
72902,11500R(Result),11500R
71356,11501R(Result),11501R
71446,11502R(Result),11502R
70876,11511R(High),11511R
68855,11511R(Result),11511R
70576,11621R(Result),11621R
71215,11625R(Result),11625R
67265,11627R(Result),11627R
69557,11632R(Result),11632R
68668,11633R(Result),11633R
69091,11635R(Result),11635R
69437,11636R(Result),11636R
69799,11637R(Result),11637R
73712,11638R(Result),11638R
69234,11639R(Result),11639R
71200,11640R(Result),11640R
67625,11641R(Result),11641R
73210,11643R(Result),11643R
71271,11644R(Result),11644R
68845,11650R(Result),11650R
68443,11657R(Result),11657R
69668,11659R(Result),11659R
67604,11661R(Result),11661R
73152,11664R(Result),11664R
67435,11666R(Result),11666R
71421,11667R(High),11667R
68348,11672R(Result),11672R
68347,11673R(Result),11673R
68346,11674R(Result),11674R
69209,11679R(Result),11679R
69208,11680R(Result),11680R
67385,11681R(Result),11681R
72055,11682R(Result),11682R
72054,11683R(Result),11683R
71116,11685R(Result),11685R
70873,11686R(Result),11686R
72262,11687R(InRange),11687R
72723,11688R(Result),11688R
69669,11691R(Result),11691R
70353,11692R(Result),11692R
70714,11715R(High),11715R
73688,11715R(InRange),11715R
73480,11720R(High),11720R
68909,11721R(Result),11721R
70283,11723R(Result),11723R
70282,11724R(InRange),11724R
70281,11727R(Result),11727R
70280,11728R(Result),11728R
70279,11729R(Result),11729R
70278,11731R(Result),11731R
70277,11732R(Result),11732R
70276,11733R(Result),11733R
73645,11756R(Low),11756R
70618,11757R(Result),11757R
70772,11758R(Result),11758R
70771,11759R(Result),11759R
70672,11760R(InRange),11760R
71843,11760R(Low),11760R
69206,11760R(Result),11760R
70671,11761R(InRange),11761R
71842,11761R(Low),11761R
69205,11761R(Result),11761R
70670,11762R(InRange),11762R
72929,11762R(Low),11762R
69204,11762R(Result),11762R
69203,11763R(Result),11763R
69997,11764R(Result),11764R
71255,11765R(Result),11765R
71254,11766R(Result),11766R
69996,11767R(Result),11767R
69770,11769R(Result),11769R
71115,11774R(Result),11774R
70357,11776R(Result),11776R
71214,11777R(Result),11777R
70168,11778R(Result),11778R
71556,11779R(Result),11779R
72261,11780R(InRange),11780R
73700,11780R(Low),11780R
72260,11781R(Result),11781R
71048,11825R(InRange),11825R
70017,11825R(Result),11825R
70016,11826R(Result),11826R
71044,11827R(InRange),11827R
70015,11827R(Result),11827R
70769,11828R(InRange),11828R
70014,11828R(Result),11828R
70445,11829R(Result),11829R
70444,11830R(Result),11830R
67250,11832R(Result),11832R
70057,11834R(Result),11834R
70056,11835R(Result),11835R
72859,11836R(Result),11836R
70055,11837R(Result),11837R
70054,11838R(Result),11838R
70053,11839R(Result),11839R
70050,11840R(Result),11840R
72858,11841R(Result),11841R
70049,11842R(Result),11842R
70048,11843R(Result),11843R
70885,11844R(Result),11844R
70431,11847R(Result),11847R
72167,11848R(InRange),11848R
70188,11848R(Result),11848R
73773,11849R(InRange),11849R
70187,11849R(Result),11849R
70186,11850R(Result),11850R
70103,11852R(InRange),11852R
70018,11852R(Result),11852R
68930,11853R(Result),11853R
68929,11854R(Result),11854R
70027,11856R(High),11856R
69918,11856R(Result),11856R
70026,11857R(High),11857R
69917,11857R(Result),11857R
70777,11859R(High),11859R
70793,11859R(InRange),11859R
70428,11861R(Result),11861R
70427,11862R(Result),11862R
70788,11866R(InRange),11866R
72340,11866R(Result),11866R
70312,11870R(Result),11870R
71454,11876R(Result),11876R
71396,11877R(Result),11877R
71206,11881R(High),11881R
71376,11881R(InRange),11881R
71411,11881R(Result),11881R
71433,11884R(Result),11884R
71423,11886R(Result),11886R
73420,11888R(Result),11888R
70047,11890R(Result),11890R
73507,11891R(Result),11891R
73578,11892R(Result),11892R
69424,11893R(Result),11893R
71398,11896R(High),11896R
70323,11896R(InRange),11896R
70086,11896R(Result),11896R
70637,11897R(Result),11897R
70636,11898R(Result),11898R
71219,11900R(Result),11900R
69892,11902R(Result),11902R
70098,11983R(InRange),11983R
69842,11983R(Low),11983R
72268,11983R(Result),11983R
72490,11985R(High),11985R
70572,11985R(InRange),11985R
70716,11985R(Result),11985R
70974,11990R(Result),11990R
70178,11992R(Result),11992R
70177,11993R(Result),11993R
71093,11994R(Result),11994R
70176,11995R(Result),11995R
70175,11996R(Result),11996R
71092,11997R(Result),11997R
70174,11998R(Result),11998R
70173,11999R(Result),11999R
70370,12000R(Result),12000R
70078,12001R(High),12001R
69850,12001R(Result),12001R
71434,12002R(High),12002R
69849,12002R(Result),12002R
71503,12004R(High),12004R
70082,12008R(Abnormal),12008R
70033,12008R(Result),12008R
71162,12009R(Abnormal),12009R
70032,12009R(Result),12009R
70081,12010R(Abnormal),12010R
70031,12010R(Result),12010R
71097,12011R(Abnormal),12011R
70030,12011R(Result),12011R
70080,12012R(High),12012R
70864,12012R(Result),12012R
71161,12013R(High),12013R
70863,12013R(Result),12013R
70079,12014R(High),12014R
70862,12014R(Result),12014R
71096,12015R(High),12015R
70861,12015R(Result),12015R
73028,12024R(High),12024R
73301,12024R(Result),12024R
73303,12027R(Abnormal),12027R
70898,12027R(Result),12027R
70897,12028R(Result),12028R
71371,12029R(High),12029R
70896,12029R(Result),12029R
72722,12030R(Abnormal),12030R
70894,12030R(Result),12030R
71370,12031R(High),12031R
70895,12031R(Result),12031R
70786,12044R(High),12044R
72229,12045R(InRange),12045R
73531,12046R(Result),12046R
73530,12047R(Result),12047R
71112,12048R(High),12048R
72534,12048R(InRange),12048R
70159,12048R(Result),12048R
71111,12049R(High),12049R
70158,12049R(InRange),12049R
73708,12051R(Abnormal),12051R
72366,12051R(Result),12051R
72365,12052R(Result),12052R
72364,12053R(Abnormal),12053R
72374,12053R(Result),12053R
72363,12054R(Result),12054R
73532,12056R(High),12056R
72553,12060R(High),12060R
70122,12064R(High),12064R
70097,12064R(Result),12064R
72328,12065R(High),12065R
70096,12065R(Result),12065R
71445,12067R(Result),12067R
69858,12078R(High),12078R
69896,12078R(InRange),12078R
70234,12078R(Result),12078R
71181,12100R(Result),12100R
73549,12101R(Result),12101R
71359,12105R(High),12105R
72006,12105R(InRange),12105R
71036,12194R(Result),12194R
71035,12195R(Result),12195R
72777,12199R(Result),12199R
71397,12200R(High),12200R
70999,12200R(InRange),12200R
71085,12200R(Result),12200R
71301,12201R(InRange),12201R
70998,12201R(Result),12201R
70997,12202R(High),12202R
71084,12202R(InRange),12202R
71366,12202R(Result),12202R
70996,12203R(High),12203R
71082,12203R(InRange),12203R
71365,12203R(Result),12203R
71234,12204R(InRange),12204R
70995,12204R(Result),12204R
71224,12205(Result),12205
72030,12207R(InRange),12207R
72778,12211R(High),12211R
73207,12211R(InRange),12211R
71427,12213R(Result),12213R
71014,12215R(Result),12215R
73362,12221R(Result),12221R
72056,12229R(Result),12229R
71095,12231R(Result),12231R
71114,12233R(Result),12233R
71028,12235R(Result),12235R
73386,12237R(InRange),12237R
72474,12237R(Result),12237R
73632,12239R(High),12239R
71099,12239R(InRange),12239R
73304,12239R(Low),12239R
71020,12239R(Result),12239R
71019,12240R(High),12240R
71265,12240R(InRange),12240R
71098,12240R(Result),12240R
72607,12242R(Result),12242R
72606,12243R(InRange),12243R
72693,12243R(Low),12243R
72773,12243R(Result),12243R
73636,12244R(High),12244R
72605,12244R(InRange),12244R
72692,12244R(Low),12244R
72772,12244R(Result),12244R
72691,12245R(High),12245R
72604,12245R(InRange),12245R
73635,12245R(Low),12245R
72771,12245R(Result),12245R
72690,12246R(High),12246R
72603,12246R(InRange),12246R
73657,12246R(Low),12246R
72770,12246R(Result),12246R
72602,12247R(InRange),12247R
72689,12247R(Low),12247R
72769,12247R(Result),12247R
72601,12248R(High),12248R
73297,12248R(InRange),12248R
72688,12248R(Low),12248R
72768,12248R(Result),12248R
72600,12249R(InRange),12249R
72687,12249R(Low),12249R
72767,12249R(Result),12249R
73296,12250R(High),12250R
72599,12250R(InRange),12250R
72686,12250R(Low),12250R
72766,12250R(Result),12250R
72598,12251R(InRange),12251R
72685,12251R(Low),12251R
72765,12251R(Result),12251R
72597,12252R(InRange),12252R
72684,12252R(Low),12252R
72764,12252R(Result),12252R
72596,12253R(High),12253R
73295,12253R(InRange),12253R
72683,12253R(Low),12253R
72763,12253R(Result),12253R
72595,12254R(Low),12254R
72762,12254R(Result),12254R
72594,12255R(Result),12255R
72682,12256R(High),12256R
72593,12256R(InRange),12256R
73436,12256R(Low),12256R
72761,12256R(Result),12256R
72681,12257R(High),12257R
72592,12257R(InRange),12257R
73435,12257R(Low),12257R
72760,12257R(Result),12257R
73294,12258R(InRange),12258R
72591,12258R(Low),12258R
72759,12258R(Result),12258R
72590,12259R(InRange),12259R
72680,12259R(Low),12259R
72758,12259R(Result),12259R
73293,12260R(InRange),12260R
72589,12260R(Low),12260R
72757,12260R(Result),12260R
73656,12261R(High),12261R
72588,12261R(InRange),12261R
72756,12261R(Result),12261R
72679,12262R(High),12262R
72587,12262R(InRange),12262R
72755,12262R(Result),12262R
72586,12263R(InRange),12263R
72678,12263R(Low),12263R
72754,12263R(Result),12263R
72677,12264R(High),12264R
72585,12264R(InRange),12264R
72753,12264R(Result),12264R
72676,12265R(InRange),12265R
72584,12265R(Low),12265R
72752,12265R(Result),12265R
72583,12266R(High),12266R
72675,12266R(InRange),12266R
72751,12266R(Result),12266R
72582,12267R(InRange),12267R
72674,12267R(Low),12267R
72750,12267R(Result),12267R
72581,12268R(InRange),12268R
73434,12268R(Low),12268R
72749,12268R(Result),12268R
73292,12269R(InRange),12269R
72580,12269R(Low),12269R
72748,12269R(Result),12269R
72579,12270R(InRange),12270R
72673,12270R(Low),12270R
72747,12270R(Result),12270R
73291,12271R(InRange),12271R
72578,12271R(Low),12271R
72746,12271R(Result),12271R
72577,12272R(InRange),12272R
72745,12272R(Result),12272R
72576,12273R(InRange),12273R
73439,12273R(Low),12273R
72744,12273R(Result),12273R
72575,12274R(InRange),12274R
72672,12274R(Low),12274R
72743,12274R(Result),12274R
72574,12275R(InRange),12275R
73438,12275R(Low),12275R
72742,12275R(Result),12275R
72573,12276R(InRange),12276R
73437,12276R(Low),12276R
72741,12276R(Result),12276R
72572,12277R(InRange),12277R
72740,12277R(Result),12277R
72571,12278R(Result),12278R
72842,12280R(Result),12280R
72841,12281R(Result),12281R
72840,12282R(Result),12282R
72615,12283R(Result),12283R
72175,12285R(Result),12285R
72856,12286R(InRange),12286R
72174,12286R(Result),12286R
72855,12287R(Low),12287R
72173,12287R(Result),12287R
72854,12288R(Low),12288R
72172,12288R(Result),12288R
72853,12289R(Low),12289R
72171,12289R(Result),12289R
72852,12290R(Low),12290R
72170,12290R(Result),12290R
72169,12291R(Result),12291R
73096,12293R(High),12293R
72892,12293R(InRange),12293R
73610,12293R(Low),12293R
71355,12293R(Result),12293R
73432,12294R(High),12294R
72891,12294R(InRange),12294R
71354,12294R(Result),12294R
72946,12295R(High),12295R
72890,12295R(InRange),12295R
71353,12295R(Result),12295R
72889,12296R(InRange),12296R
71352,12296R(Result),12296R
73406,12297R(High),12297R
72888,12297R(InRange),12297R
71351,12297R(Result),12297R
72887,12298R(InRange),12298R
71350,12298R(Result),12298R
73405,12299R(High),12299R
72886,12299R(InRange),12299R
71349,12299R(Result),12299R
73609,12300R(High),12300R
72885,12300R(InRange),12300R
71348,12300R(Result),12300R
73404,12301R(High),12301R
72884,12301R(InRange),12301R
71347,12301R(Result),12301R
73608,12302R(High),12302R
72883,12302R(InRange),12302R
71346,12302R(Result),12302R
73403,12303R(High),12303R
72882,12303R(InRange),12303R
73325,12303R(Low),12303R
71345,12303R(Result),12303R
73607,12304R(High),12304R
72881,12304R(InRange),12304R
71344,12304R(Result),12304R
72880,12305R(InRange),12305R
71343,12305R(Result),12305R
72879,12306R(InRange),12306R
73606,12306R(Low),12306R
71342,12306R(Result),12306R
72878,12307R(InRange),12307R
73605,12307R(Low),12307R
71341,12307R(Result),12307R
72877,12308R(InRange),12308R
73604,12308R(Low),12308R
71340,12308R(Result),12308R
72876,12309R(InRange),12309R
73603,12309R(Low),12309R
71339,12309R(Result),12309R
72875,12310R(InRange),12310R
72945,12310R(Low),12310R
71338,12310R(Result),12310R
72874,12311R(InRange),12311R
73502,12311R(Low),12311R
71337,12311R(Result),12311R
72873,12312R(InRange),12312R
72944,12312R(Low),12312R
71336,12312R(Result),12312R
72872,12313R(InRange),12313R
72943,12313R(Low),12313R
71335,12313R(Result),12313R
73095,12314R(InRange),12314R
72871,12314R(Low),12314R
71334,12314R(Result),12314R
72870,12315R(InRange),12315R
71333,12315R(Result),12315R
73402,12316R(High),12316R
72942,12316R(InRange),12316R
72869,12316R(Low),12316R
71332,12316R(Result),12316R
72868,12317R(InRange),12317R
73324,12317R(Low),12317R
71331,12317R(Result),12317R
72867,12318R(InRange),12318R
72941,12318R(Low),12318R
71330,12318R(Result),12318R
71329,12319R(Result),12319R
72657,12321R(InRange),12321R
71182,12323R(Result),12323R
72616,12327R(Result),12327R
72007,12337R(Result),12337R
72651,12338R(Result),12338R
72357,12339R(High),12339R
72547,12339R(InRange),12339R
73144,12339R(Low),12339R
71962,12339R(Result),12339R
72355,12341R(Result),12341R
72354,12342R(Result),12342R
72353,12343R(Result),12343R
72352,12344R(Result),12344R
72351,12345R(Result),12345R
72350,12346R(Result),12346R
72349,12347R(Result),12347R
72348,12348R(Result),12348R
72347,12349R(Result),12349R
72346,12350R(Result),12350R
72345,12351R(Result),12351R
71900,12353R(Result),12353R
71531,12363R(Result),12363R
71530,12364R(Result),12364R
71529,12365R(Result),12365R
71528,12366R(Result),12366R
71527,12367R(Result),12367R
71526,12368R(Result),12368R
71525,12369R(Result),12369R
71524,12370R(Result),12370R
71980,12372R(High),12372R
72861,12372R(InRange),12372R
72659,12375R(High),12375R
72939,12375R(InRange),12375R
72807,12378R(Result),12378R
72464,12379R(Result),12379R
73426,12396R(High),12396R
71816,12402R(High),12402R
72551,12402R(InRange),12402R
71815,12403R(InRange),12403R
71814,12404R(High),12404R
72550,12404R(InRange),12404R
71813,12405R(High),12405R
72549,12405R(InRange),12405R
72458,12416R(Result),12416R
72457,12417R(Result),12417R
72092,12419R(Result),12419R
72091,12420R(Result),12420R
72090,12421R(Result),12421R
72089,12422R(Result),12422R
72088,12423R(Result),12423R
72087,12424R(Result),12424R
72086,12425R(Result),12425R
72085,12426R(Result),12426R
72084,12427R(Result),12427R
72389,12428R(Result),12428R
72388,12429R(Result),12429R
72193,12430R(Result),12430R
71823,12431R(Result),12431R
72627,12444R(Result),12444R
72650,12448R(Result),12448R
72649,12449R(Result),12449R
72648,12450R(Result),12450R
72647,12451R(Result),12451R
72646,12452R(Result),12452R
72645,12453R(Result),12453R
72644,12454R(Result),12454R
72643,12455R(Result),12455R
72642,12456R(Result),12456R
72641,12457R(Result),12457R
72640,12458R(Result),12458R
72639,12459R(Result),12459R
72638,12460R(Result),12460R
72637,12461R(Result),12461R
72636,12462R(Result),12462R
72635,12463R(Result),12463R
72634,12464R(Result),12464R
72633,12465R(Result),12465R
72632,12466R(Result),12466R
72631,12467R(Result),12467R
72630,12468R(Result),12468R
72629,12469R(Result),12469R
72291,12472R(Result),12472R
72290,12473R(Result),12473R
72289,12474R(Result),12474R
72288,12475R(Result),12475R
72287,12476R(Result),12476R
72286,12477R(Result),12477R
72285,12478R(Result),12478R
72284,12479R(Result),12479R
72283,12480R(Result),12480R
72282,12481R(Result),12481R
72281,12482R(Result),12482R
72280,12483R(Result),12483R
72270,12484R(Result),12484R
72279,12485R(Result),12485R
72278,12486R(Result),12486R
72277,12487R(Result),12487R
72276,12488R(Result),12488R
72275,12489R(Result),12489R
72274,12490R(Result),12490R
72273,12491R(Result),12491R
72272,12492R(Result),12492R
72271,12493R(Result),12493R
71961,12500R(Result),12500R
71960,12501R(Result),12501R
71959,12502R(Result),12502R
73529,12504R(High),12504R
72022,12504R(InRange),12504R
72117,12504R(Result),12504R
71977,12506R(InRange),12506R
73323,12506R(Low),12506R
72203,12506R(Result),12506R
71988,12508R(Result),12508R
72485,12513R(Result),12513R
72797,12552R(InRange),12552R
72907,12552R(Low),12552R
72935,12552R(Result),12552R
72906,12553R(Result),12553R
72905,12554R(Result),12554R
72904,12555R(Result),12555R
71642,12572R(Result),12572R
71826,12574R(Result),12574R
71825,12575R(Result),12575R
71824,12576R(Result),12576R
72038,12577R(High),12577R
73313,12577R(InRange),12577R
72543,12577R(Result),12577R
73256,12588R(High),12588R
72266,12588R(InRange),12588R
72919,12588R(Result),12588R
73261,12589R(Result),12589R
73570,12590R(InRange),12590R
73602,12593R(InRange),12593R
72655,12594R(Result),12594R
73363,12598R(Result),12598R
67313,125OHD2(High),125OHD2
67119,125OHD2(InRange),125OHD2
67023,125OHD2(Low),125OHD2
69022,125OHD2(Result),125OHD2
73158,12604R(Result),12604R
72486,12606R(Result),12606R
73424,12630R(High),12630R
71613,12630R(InRange),12630R
73032,12630R(Result),12630R
73054,12636R(InRange),12636R
73309,12636R(Result),12636R
73703,12642R(Result),12642R
73509,12644R(InRange),12644R
73581,12644R(Low),12644R
73033,12650R(Result),12650R
72463,12658R(Result),12658R
73320,12661R(InRange),12661R
73542,12662R(High),12662R
73319,12662R(InRange),12662R
73318,12663R(InRange),12663R
73600,12671R(InRange),12671R
73599,12672R(Result),12672R
73598,12673R(InRange),12673R
73597,12674R(Result),12674R
73228,12682R(Result),12682R
73358,12683R(InRange),12683R
73696,12684R(InRange),12684R
73357,12684R(Low),12684R
73356,12685R(InRange),12685R
73355,12686R(InRange),12686R
73354,12687R(InRange),12687R
73353,12688R(InRange),12688R
73208,12690R(Result),12690R
73779,12695R(High),12695R
73194,12695R(InRange),12695R
73137,12695R(Result),12695R
73694,12696R(InRange),12696R
73053,12696R(Result),12696R
73052,12697R(InRange),12697R
73156,12697R(Result),12697R
73051,12698R(InRange),12698R
73310,12698R(Result),12698R
73569,12699R(InRange),12699R
73568,12700R(Result),12700R
73567,12701R(InRange),12701R
73566,12702R(InRange),12702R
73565,12703R(Result),12703R
73564,12704R(InRange),12704R
73563,12705R(InRange),12705R
73562,12706R(InRange),12706R
73561,12707R(Result),12707R
73560,12708R(Result),12708R
73559,12709R(Result),12709R
73558,12710R(InRange),12710R
73193,12712R(InRange),12712R
73136,12712R(Result),12712R
73225,12713R(InRange),12713R
73135,12713R(Result),12713R
73577,12714R(High),12714R
73134,12714R(InRange),12714R
73678,12714R(Result),12714R
73192,12715R(InRange),12715R
73133,12715R(Result),12715R
73191,12716R(InRange),12716R
73132,12716R(Result),12716R
73131,12717R(InRange),12717R
73224,12717R(Result),12717R
73223,12718R(InRange),12718R
73130,12718R(Result),12718R
73222,12719R(High),12719R
73129,12719R(InRange),12719R
73677,12719R(Result),12719R
73148,12720R(InRange),12720R
72492,12720R(Result),12720R
72504,12722R(InRange),12722R
72947,12722R(Result),12722R
73776,12726R(High),12726R
73128,12726R(InRange),12726R
73676,12726R(Result),12726R
73752,12734R(Low),12734R
73582,12734R(Result),12734R
73572,12757R(Result),12757R
71617,12763R(Result),12763R
72502,12764R(InRange),12764R
71616,12764R(Result),12764R
71615,12765R(Result),12765R
72376,12766R(High),12766R
71614,12766R(InRange),12766R
71660,12766R(Low),12766R
72154,12766R(Result),12766R
73614,12769R(Result),12769R
73613,12770R(Result),12770R
73612,12771R(Result),12771R
73793,12773R(Result),12773R
73211,12775R(Result),12775R
73745,12778R(High),12778R
73008,12778R(InRange),12778R
73002,12778R(Result),12778R
73001,12779R(Result),12779R
73699,12782R(Result),12782R
73172,12789R(InRange),12789R
73149,12795R(High),12795R
73429,12795R(InRange),12795R
73557,12801R(InRange),12801R
73171,12805R(High),12805R
73231,12812R(High),12812R
73743,12812R(InRange),12812R
73153,12812R(Result),12812R
73013,12819R(Result),12819R
73092,12820R(InRange),12820R
73020,12820R(Result),12820R
73781,12821R(High),12821R
73091,12821R(InRange),12821R
73019,12821R(Result),12821R
73375,12822R(High),12822R
73090,12822R(InRange),12822R
73018,12822R(Result),12822R
73177,12823R(High),12823R
73089,12823R(InRange),12823R
73017,12823R(Result),12823R
73088,12824R(High),12824R
73176,12824R(InRange),12824R
73016,12824R(Result),12824R
73780,12825R(High),12825R
73087,12825R(InRange),12825R
73015,12825R(Result),12825R
73086,12826R(High),12826R
73150,12826R(InRange),12826R
73014,12826R(Result),12826R
73536,12828R(Result),12828R
73478,12830R(High),12830R
72991,12830R(Result),12830R
73214,12835R(High),12835R
73440,12835R(Result),12835R
73025,12837R(Result),12837R
73552,12839R(High),12839R
73365,12839R(InRange),12839R
73400,12839R(Low),12839R
73707,12843R(Result),12843R
73706,12844R(Result),12844R
73163,13001R(Result),13001R
73259,13005R(Result),13005R
73765,13017R(Result),13017R
69389,17OHPROG(High),17OHPROG
70402,17OHPROG(InRange),17OHPROG
70650,17OHPROG(Result),17OHPROG
68409,1STCONST(Result),1STCONST
71001,21OHXAB(High),21OHXAB
72537,21OHXAB(Result),21OHXAB
69293,25OHD2(High),25OHD2
68192,25OHD2(InRange),25OHD2
67164,25OHD2(Result),25OHD2
69570,25OHD3(High),25OHD3
67163,25OHD3(InRange),25OHD3
68608,25OHD3(Result),25OHD3
70331,25OHDT(High),25OHDT
69292,25OHDT(High),25OHDT
69884,25OHDT(InRange),25OHDT
67210,25OHDT(InRange),25OHDT
67162,25OHDT(Low),25OHDT
69891,25OHDT(Low),25OHDT
70237,25OHDT(Result),25OHDT
68422,2NDCONST(Result),2NDCONST
68421,3RDCONST(Result),3RDCONST
70791,5FC(High),5FC
70209,5FC(InRange),5FC
71523,5FC(Low),5FC
68244,5FC(Result),5FC
68866,5HIAAURN(High),5HIAAURN
68710,5HIAAURN(InRange),5HIAAURN
71312,5HIAAURN(Result),5HIAAURN
70447,5NUCLEOT(High),5NUCLEOT
72912,5NUCLEOT(Result),5NUCLEOT
70592,6MMPN(High),6MMPN
68946,6MMPN(Result),6MMPN
68945,6MMPNASSESS(Result),6MMPNASSESS
70593,6TGN(InRange),6TGN
70903,6TGN(Low),6TGN
68948,6TGN(Result),6TGN
68947,6TGNASSESS(Result),6TGNASSESS
70008,7NHCLONAZEPM(InRange),7NHCLONAZEPM
67454,7NHCLONAZEPM(Result),7NHCLONAZEPM
67453,7NHFLUNITRAZ(Result),7NHFLUNITRAZ
71787,9013R(Result),9013R
71786,9014R(Result),9014R
71784,9015R(Result),9015R
71783,9016R(Result),9016R
71782,9017R(Result),9017R
71781,9018R(Result),9018R
71780,9019R(Result),9019R
71979,9020R(Result),9020R
71779,9021R(Result),9021R
71778,9022R(Result),9022R
71777,9023R(Result),9023R
71776,9024R(Result),9024R
71775,9025R(Result),9025R
71774,9026R(Result),9026R
71773,9027R(Result),9027R
71772,9028R(Result),9028R
71771,9029R(Result),9029R
71770,9030R(Result),9030R
71769,9031R(Result),9031R
71768,9032R(Result),9032R
71767,9033R(Result),9033R
71766,9034R(Result),9034R
73687,9035R(Result),9035R
73686,9036R(Result),9036R
71765,9075R(Result),9075R
71764,9076R(Result),9076R
71901,9077R(Result),9077R
