base_name	Window Size	Prior Consecutive Normal	Total Count	Normal Count
LABPOCGLU	1	NULL	1139434	104707
LABPOCGLU	2	NULL	1139434	104707
LABPOCGLU	4	NULL	1139434	104707
LABPOCGLU	30	NULL	1139434	104707
LABPOCGLU	90	NULL	1139434	104707
LABPOCGLU	7	NULL	1139434	104707
LABMETB	1	NULL	454479	18881
LABMETB	2	NULL	454479	18881
LABMETB	4	NULL	454479	18881
LABMETB	30	NULL	454479	18881
LABMETB	90	NULL	454479	18881
LABMETB	7	NULL	454479	18881
LABCBCD	1	NULL	446825	9685
LABCBCD	2	NULL	446825	9685
LABCBCD	4	NULL	446825	9685
LABCBCD	30	NULL	446825	9685
LABCBCD	90	NULL	446825	9685
LABCBCD	7	NULL	446825	9685
LABMGN	1	NULL	389911	282201
LABMGN	2	NULL	389911	282201
LABMGN	4	NULL	389911	282201
LABMGN	30	NULL	389911	282201
LABMGN	90	NULL	389911	282201
LABMGN	7	NULL	389911	282201
LABPT	1	NULL	285199	51065
LABPT	2	NULL	285199	51065
LABPT	4	NULL	285199	51065
LABPT	30	NULL	285199	51065
LABPT	90	NULL	285199	51065
LABPT	7	NULL	285199	51065
LABMETC	1	NULL	257247	3793
LABMETC	2	NULL	257247	3793
LABMETC	4	NULL	257247	3793
LABMETC	30	NULL	257247	3793
LABMETC	90	NULL	257247	3793
LABMETC	7	NULL	257247	3793
LABCBCO	1	NULL	238570	7172
LABCBCO	2	NULL	238570	7172
LABCBCO	4	NULL	238570	7172
LABCBCO	30	NULL	238570	7172
LABCBCO	90	NULL	238570	7172
LABCBCO	7	NULL	238570	7172
LABCBCD	1	0	232953	6901
LABPHOS	1	NULL	199539	130494
LABPHOS	2	NULL	199539	130494
LABPHOS	4	NULL	199539	130494
LABPHOS	30	NULL	199539	130494
LABPHOS	90	NULL	199539	130494
LABPHOS	7	NULL	199539	130494
LABMETB	1	0	199532	11167
LABPTT	1	NULL	196971	83579
LABPTT	2	NULL	196971	83579
LABPTT	4	NULL	196971	83579
LABPTT	30	NULL	196971	83579
LABPTT	90	NULL	196971	83579
LABPTT	7	NULL	196971	83579
LABPCG3	1	NULL	191184	9290
LABPCG3	2	NULL	191184	9290
LABPCG3	4	NULL	191184	9290
LABPCG3	30	NULL	191184	9290
LABPCG3	90	NULL	191184	9290
LABPCG3	7	NULL	191184	9290
LABCAI	1	NULL	163328	75559
LABCAI	2	NULL	163328	75559
LABCAI	4	NULL	163328	75559
LABCAI	30	NULL	163328	75559
LABCAI	90	NULL	163328	75559
LABCAI	7	NULL	163328	75559
LABMGN	1	0	162015	109779
LABMETC	1	0	143738	3155
LABPT	1	0	140543	34873
LABCBCO	1	0	117119	5155
LABMGN	1	1	113371	95385
LABCBCD	2	0	109337	5169
LABMGN	2	1	104146	84365
LABMETB	2	0	97342	5312
LABCBCD	4	0	93797	4912
LABPHOS	1	0	91565	61849
LABPTT	1	0	89100	48678
LABCBCD	7	0	88896	4778
LABMETB	4	0	87227	4588
LABMETB	7	0	83192	4329
LABCBCD	30	0	77749	4486
LABPT	2	0	77132	26133
LABMETB	30	0	75484	3931
LABMETC	2	0	74545	2799
LABTNI	1	NULL	73778	52197
LABTNI	2	NULL	73778	52197
LABTNI	4	NULL	73778	52197
LABTNI	30	NULL	73778	52197
LABTNI	90	NULL	73778	52197
LABTNI	7	NULL	73778	52197
LABMGN	2	0	71052	43133
LABCBCD	90	0	70324	4264
LABCBCO	2	0	69848	3954
LABPT	4	0	69842	24415
LABMETB	90	0	69652	3637
LABPOCGLU	90	1	69599	18226
LABPOCGLU	30	1	69384	18188
LABMETC	4	0	69207	2723
LABPOCGLU	7	1	69132	18146
LABPOCGLU	4	1	68994	18131
LABPOCGLU	2	1	68840	18109
LABLAC	1	NULL	68691	50614
LABLAC	2	NULL	68691	50614
LABLAC	4	NULL	68691	50614
LABLAC	30	NULL	68691	50614
LABLAC	90	NULL	68691	50614
LABLAC	7	NULL	68691	50614
LABPOCGLU	1	1	68691	18213
LABMETC	7	0	66155	2677
LABMGN	4	1	66147	50601
LABPT	7	0	65670	23267
LABMGN	7	1	64369	48957
LABMGN	2	2	64359	55788
LABMGN	30	1	62817	47353
LABABG	1	NULL	62465	800
LABABG	2	NULL	62465	800
LABABG	4	NULL	62465	800
LABABG	30	NULL	62465	800
LABABG	90	NULL	62465	800
LABABG	7	NULL	62465	800
LABMGN	90	1	62289	46645
LABMGN	4	0	61648	37282
LABCAI	1	0	60526	29817
LABCBCO	4	0	59786	3788
LABPTT	2	0	59035	36195
LABMGN	7	0	58718	35470
LABPT	30	0	58141	21372
LABMETC	30	0	57669	2536
LABCBCO	7	0	56768	3725
LABPOCGLU	1	0	56432	7121
LABPHOS	2	1	56238	43460
LABHFP	1	NULL	55643	2099
LABHFP	2	NULL	55643	2099
LABHFP	4	NULL	55643	2099
LABHFP	30	NULL	55643	2099
LABHFP	90	NULL	55643	2099
LABHFP	7	NULL	55643	2099
LABPTT	4	0	54380	33977
LABPT	90	0	53101	19965
LABPHOS	1	1	53092	41852
LABMGN	30	0	52766	31861
LABMETC	90	0	51893	2378
LABPTT	7	0	51646	32582
LABCBCO	30	0	51388	3630
LABBLC	1	NULL	49360	44673
LABBLC	2	NULL	49360	44673
LABBLC	4	NULL	49360	44673
LABBLC	30	NULL	49360	44673
LABBLC	90	NULL	49360	44673
LABBLC	7	NULL	49360	44673
LABMGN	90	0	48706	29542
LABK	1	NULL	48118	41660
LABK	2	NULL	48118	41660
LABK	4	NULL	48118	41660
LABK	30	NULL	48118	41660
LABK	90	NULL	48118	41660
LABK	7	NULL	48118	41660
LABCBCO	90	0	47869	3541
LABPOCGLU	2	0	46675	5973
LABPTT	30	0	46434	30027
LABUA	1	NULL	45959	10210
LABUA	2	NULL	45959	10210
LABUA	4	NULL	45959	10210
LABUA	30	NULL	45959	10210
LABUA	90	NULL	45959	10210
LABUA	7	NULL	45959	10210
LABMGN	4	3	45826	40437
LABBLC	1	0	45134	40808
LABBLC2	1	NULL	43897	40010
LABBLC2	2	NULL	43897	40010
LABBLC2	4	NULL	43897	40010
LABBLC2	30	NULL	43897	40010
LABBLC2	90	NULL	43897	40010
LABBLC2	7	NULL	43897	40010
LABPOCGLU	4	0	43599	5581
LABUA	1	0	42972	9681
LABPTT	90	0	42965	28185
LABBLC	2	0	42414	38275
LABPOCGLU	7	0	41869	5367
LABBLC2	1	0	41795	38162
LABUA	2	0	41343	9393
LABMGN	4	2	41094	34367
LABMGN	7	2	40278	33496
LABMB	1	NULL	40041	21793
LABMB	2	NULL	40041	21793
LABMB	4	NULL	40041	21793
LABMB	30	NULL	40041	21793
LABMB	90	NULL	40041	21793
LABMB	7	NULL	40041	21793
LABROMRS	1	NULL	39655	37804
LABROMRS	2	NULL	39655	37804
LABROMRS	4	NULL	39655	37804
LABROMRS	30	NULL	39655	37804
LABROMRS	90	NULL	39655	37804
LABROMRS	7	NULL	39655	37804
LABUA	4	0	39573	9098
LABBLC2	2	0	39559	36107
LABHEPAR	1	NULL	39437	17342
LABHEPAR	2	NULL	39437	17342
LABHEPAR	4	NULL	39437	17342
LABHEPAR	30	NULL	39437	17342
LABHEPAR	90	NULL	39437	17342
LABHEPAR	7	NULL	39437	17342
LABMGN	30	2	39285	32428
LABFK506L	1	NULL	39273	33906
LABFK506L	2	NULL	39273	33906
LABFK506L	4	NULL	39273	33906
LABFK506L	30	NULL	39273	33906
LABFK506L	90	NULL	39273	33906
LABFK506L	7	NULL	39273	33906
LABMGN	90	2	39127	32165
LABROMRS	1	0	38935	37106
LABPHOS	2	0	38681	26521
LABROMRS	2	0	38495	36674
LABPOCGLU	30	0	38068	4893
LABROMRS	4	0	38068	36271
LABUA	7	0	37978	8816
LABBLC	4	0	37518	33680
LABVBG	1	NULL	37486	641
LABVBG	2	NULL	37486	641
LABVBG	4	NULL	37486	641
LABVBG	30	NULL	37486	641
LABVBG	90	NULL	37486	641
LABVBG	7	NULL	37486	641
LABROMRS	7	0	37446	35674
LABHFP	1	0	36423	1770
LABPHOS	4	1	35254	25349
LABPOCGLU	90	0	35239	4535
LABBLC2	4	0	35231	32015
LABURNC	1	NULL	34444	20668
LABURNC	2	NULL	34444	20668
LABURNC	4	NULL	34444	20668
LABURNC	30	NULL	34444	20668
LABURNC	90	NULL	34444	20668
LABURNC	7	NULL	34444	20668
LABPHOS	7	1	34278	24445
LABMGN	1	2	34060	30563
LABCAI	2	1	34047	22299
LABPHOS	4	0	33825	23275
LABBLC	7	0	33672	30035
LABUA	30	0	33626	7880
LABPHOS	30	1	33460	23689
LABLDH	1	NULL	33432	17382
LABLDH	2	NULL	33432	17382
LABLDH	4	NULL	33432	17382
LABLDH	30	NULL	33432	17382
LABLDH	90	NULL	33432	17382
LABLDH	7	NULL	33432	17382
LABROMRS	30	0	33405	31851
LABPHOS	90	1	33264	23502
LABMGN	4	4	33073	29543
LABHCTX	1	NULL	32757	2355
LABHCTX	2	NULL	32757	2355
LABHCTX	4	NULL	32757	2355
LABHCTX	30	NULL	32757	2355
LABHCTX	90	NULL	32757	2355
LABHCTX	7	NULL	32757	2355
LABVANPRL	1	NULL	32524	16620
LABVANPRL	2	NULL	32524	16620
LABVANPRL	4	NULL	32524	16620
LABVANPRL	30	NULL	32524	16620
LABVANPRL	90	NULL	32524	16620
LABVANPRL	7	NULL	32524	16620
LABURNC	1	0	32366	19524
LABPHOS	7	0	32169	22205
LABBLC2	7	0	31674	28648
LABCAI	1	1	31499	20783
LABPHOS	2	2	31149	25662
LABURNC	2	0	31053	18699
LABROMRS	90	0	30756	29443
LABUA	90	0	30709	7245
LABNA	1	NULL	30680	14384
LABNA	2	NULL	30680	14384
LABNA	4	NULL	30680	14384
LABNA	30	NULL	30680	14384
LABNA	90	NULL	30680	14384
LABNA	7	NULL	30680	14384
LABCAI	2	0	30257	12890
LABPTT	2	1	29745	20040
LABURNC	4	0	29011	17326
LABTNI	1	0	28870	24268
LABPHOS	30	0	28708	19776
LABPTT	1	1	28551	19689
LABBLC	30	0	28418	25308
LABMGN	7	3	28063	24297
LABCAI	4	0	28022	11769
LABMGN	90	3	27393	23384
LABMGN	30	3	27307	23437
LABURNC	7	0	27180	16149
LABUAPRN	1	NULL	27157	5354
LABUAPRN	2	NULL	27157	5354
LABUAPRN	4	NULL	27157	5354
LABUAPRN	30	NULL	27157	5354
LABUAPRN	90	NULL	27157	5354
LABUAPRN	7	NULL	27157	5354
LABCAI	7	0	27072	11327
LABPHOS	90	0	26933	18663
LABBLC2	30	0	26845	24241
LABTNI	2	0	26832	22917
LABMGN	2	3	26695	23934
LABUAPRN	1	0	26158	5201
LABCAI	4	1	25904	15596
LABCAI	90	1	25781	15322
LABCAI	30	1	25768	15360
LABPTT	90	1	25762	16165
LABCAI	7	1	25720	15383
LABDIC	1	NULL	25716	520
LABDIC	2	NULL	25716	520
LABDIC	4	NULL	25716	520
LABDIC	30	NULL	25716	520
LABDIC	90	NULL	25716	520
LABDIC	7	NULL	25716	520
LABVANPRL	1	0	25698	12962
LABCAI	30	0	25589	10681
LABBLC	90	0	25427	22764
LABTNI	4	0	25391	21800
LABPTT	30	1	25352	15905
LABUAPRN	2	0	25284	5048
LABCAI	90	0	24753	10308
LABPTT	7	1	24694	15578
LABTNI	7	0	24480	21068
LABPTT	4	1	24446	15482
LABPHOS	4	3	24383	20787
LABABG	1	0	24150	397
LABBLC2	90	0	24135	21879
LABPCTNI	1	NULL	23727	20747
LABPCTNI	2	NULL	23727	20747
LABPCTNI	4	NULL	23727	20747
LABPCTNI	30	NULL	23727	20747
LABPCTNI	90	NULL	23727	20747
LABPCTNI	7	NULL	23727	20747
LABUAPRN	4	0	23650	4759
LABURNC	30	0	23379	14090
LABABG	2	0	23358	375
LABFK506L	1	0	23137	19830
LABTNI	30	0	22599	19442
LABA1C	1	NULL	22550	10594
LABA1C	2	NULL	22550	10594
LABA1C	4	NULL	22550	10594
LABA1C	30	NULL	22550	10594
LABA1C	90	NULL	22550	10594
LABA1C	7	NULL	22550	10594
LABABG	4	0	22495	349
LABURIC	1	NULL	22347	21222
LABURIC	2	NULL	22347	21222
LABURIC	4	NULL	22347	21222
LABURIC	30	NULL	22347	21222
LABURIC	90	NULL	22347	21222
LABURIC	7	NULL	22347	21222
LABUAPRN	7	0	22144	4461
LABLIPS	1	NULL	22004	16537
LABLIPS	2	NULL	22004	16537
LABLIPS	4	NULL	22004	16537
LABLIPS	30	NULL	22004	16537
LABLIPS	90	NULL	22004	16537
LABLIPS	7	NULL	22004	16537
LABABG	7	0	21737	338
LABURNC	90	0	21368	13039
LABTNI	90	0	21344	18351
LABHFP	2	0	21224	1555
LABA1C	1	0	21025	10027
LABPT	2	1	20796	10603
LABPHOS	4	2	20775	16234
LABABG	30	0	20561	305
LABPHOS	7	2	20491	15910
LABA1C	2	0	20455	9768
LABMGN	30	4	20410	17822
LABMGN	90	4	20365	17704
LABPCTNI	1	0	20347	18127
LABPCTNI	2	0	20323	18108
LABPCTNI	4	0	20234	18039
LABMGN	7	4	20177	17752
LABPCTNI	7	0	20039	17866
LABABG	90	0	20016	293
LABPT	90	1	19993	9101
LABPHOS	90	2	19983	15328
LABPHOS	30	2	19962	15374
LABA1C	4	0	19954	9564
LABUAPRN	30	0	19667	4019
LABA1C	7	0	19613	9413
LABPT	30	1	19525	8900
LABTSH	1	NULL	19385	14306
LABTSH	2	NULL	19385	14306
LABTSH	4	NULL	19385	14306
LABTSH	30	NULL	19385	14306
LABTSH	90	NULL	19385	14306
LABTSH	7	NULL	19385	14306
LABLAC	1	0	18922	14740
LABPT	7	1	18845	8630
LABPCTNI	30	0	18831	16788
LABA1C	30	0	18583	8979
LABUAPRN	90	0	18564	3804
LABPCG3	1	0	18531	721
LABPT	4	1	18473	8478
LABLIPS	1	0	18407	14566
LABLDH	1	0	18399	10655
LABHFP	4	0	18335	1478
LABMGN	2	4	18214	16666
LABVANPRL	2	0	18103	8708
LABHCTX	1	0	18101	1764
LABPT	1	1	17993	9222
LABTSH	1	0	17893	13243
LABLACWB	1	NULL	17767	14577
LABLACWB	2	NULL	17767	14577
LABLACWB	4	NULL	17767	14577
LABLACWB	30	NULL	17767	14577
LABLACWB	90	NULL	17767	14577
LABLACWB	7	NULL	17767	14577
LABTSH	2	0	17552	13011
LABA1C	90	0	17484	8525
LABPCTNI	90	0	17481	15593
LABPOCGLU	90	2	17430	6531
LABPOCGLU	30	2	17347	6506
LABTSH	4	0	17292	12868
LABPOCGLU	1	2	17289	6620
LABPOCGLU	7	2	17215	6478
LABHFP	7	0	17198	1443
LABPOCGLU	4	2	17179	6470
LABPOCGLU	2	2	17116	6467
LABTSH	7	0	17064	12734
LABMB	1	0	17025	10421
LABLIPS	2	0	16349	13473
LABTSH	30	0	16241	12259
LABCK	1	NULL	16113	8515
LABCK	2	NULL	16113	8515
LABCK	4	NULL	16113	8515
LABCK	30	NULL	16113	8515
LABCK	90	NULL	16113	8515
LABCK	7	NULL	16113	8515
LABFK506L	2	1	15982	15013
LABMGN	30	5	15841	13996
LABMGN	90	5	15824	13893
LABMGN	7	5	15803	14030
LABMB	2	0	15752	9761
LABHFP	30	0	15742	1404
LABLIPS	4	0	15733	13082
LABTNI	1	1	15650	14703
LABCAI	2	2	15601	11463
LABLAC	2	0	15579	11788
LABTSH	90	0	15572	11844
LABCRP	1	NULL	15439	2468
LABCRP	2	NULL	15439	2468
LABCRP	4	NULL	15439	2468
LABCRP	30	NULL	15439	2468
LABCRP	90	NULL	15439	2468
LABCRP	7	NULL	15439	2468
LABTNI	2	1	15371	14337
LABLIPS	7	0	15322	12782
LABK	1	0	15321	12416
LABPCCG4V	1	NULL	15202	295
LABPCCG4V	2	NULL	15202	295
LABPCCG4V	4	NULL	15202	295
LABPCCG4V	30	NULL	15202	295
LABPCCG4V	90	NULL	15202	295
LABPCCG4V	7	NULL	15202	295
LABTNI	4	1	15181	14099
LABMB	4	0	15138	9401
LABPHOS	4	4	15107	13052
LABTNI	7	1	14958	13866
LABHFP	90	0	14884	1360
LABMB	7	0	14745	9171
LABLAC	4	0	14515	10909
LABPCG3	2	0	14438	541
LABTNI	30	1	14371	13263
LABHCTX	2	0	14290	1607
LABLIPS	30	0	14199	11899
LABCRP	1	0	14080	2265
LABTNI	90	1	13946	12848
LABMB	30	0	13916	8669
LABPHOS	7	3	13874	11435
LABHCTX	4	0	13829	1598
LABFIB	1	NULL	13824	5063
LABFIB	2	NULL	13824	5063
LABFIB	4	NULL	13824	5063
LABFIB	30	NULL	13824	5063
LABFIB	90	NULL	13824	5063
LABFIB	7	NULL	13824	5063
LABVANPRL	4	0	13820	6368
LABLAC	7	0	13790	10324
LABHCTX	7	0	13619	1596
LABPCEG7	1	NULL	13512	49
LABPCEG7	2	NULL	13512	49
LABPCEG7	4	NULL	13512	49
LABPCEG7	30	NULL	13512	49
LABPCEG7	90	NULL	13512	49
LABPCEG7	7	NULL	13512	49
LABPHOS	90	3	13414	10858
LABPTT	2	2	13386	10232
LABPHOS	30	3	13378	10871
LABPCCG4V	1	0	13363	257
LABPCCG4V	2	0	13346	257
LABMB	90	0	13315	8313
LABPCCG4V	4	0	13314	256
LABPCG3	4	0	13252	502
LABLIPS	90	0	13213	11066
LABPCCG4V	7	0	13213	255
LABOSM	1	NULL	13160	6388
LABOSM	2	NULL	13160	6388
LABOSM	4	NULL	13160	6388
LABOSM	30	NULL	13160	6388
LABOSM	90	NULL	13160	6388
LABOSM	7	NULL	13160	6388
LABFK506L	1	1	13158	12441
LABHCTX	30	0	13136	1589
LABCRP	2	0	13048	2134
LABLAC	1	1	12958	11733
LABHCTX	90	0	12903	1576
LABPCG3	7	0	12829	484
LABCAI	90	2	12745	8724
LABCAI	4	2	12704	8830
LABNTBNP	1	NULL	12690	2125
LABNTBNP	2	NULL	12690	2125
LABNTBNP	4	NULL	12690	2125
LABNTBNP	30	NULL	12690	2125
LABNTBNP	90	NULL	12690	2125
LABNTBNP	7	NULL	12690	2125
LABCAI	30	2	12682	8708
LABCAI	7	2	12678	8774
LABCDTPCR	1	NULL	12659	10239
LABCDTPCR	2	NULL	12659	10239
LABCDTPCR	4	NULL	12659	10239
LABCDTPCR	30	NULL	12659	10239
LABCDTPCR	90	NULL	12659	10239
LABCDTPCR	7	NULL	12659	10239
LABVANPRL	7	0	12609	5753
LABPCCG4V	30	0	12558	245
LABMGN	4	5	12488	11176
LABLAC	30	0	12465	9288
LABPCEG7V	1	NULL	12330	37
LABPCEG7V	2	NULL	12330	37
LABPCEG7V	4	NULL	12330	37
LABPCEG7V	30	NULL	12330	37
LABPCEG7V	90	NULL	12330	37
LABPCEG7V	7	NULL	12330	37
LABCDTPCR	1	0	12237	10027
LABPCG3	30	0	12190	468
LABVBG	1	0	12132	251
LABANER	1	NULL	12118	10667
LABANER	2	NULL	12118	10667
LABANER	4	NULL	12118	10667
LABANER	30	NULL	12118	10667
LABANER	90	NULL	12118	10667
LABANER	7	NULL	12118	10667
LABCDTPCR	2	0	11983	9886
LABPCG3	90	0	11914	458
LABK	1	1	11883	10879
LABLAC	90	0	11749	8742
LABPCCG4V	90	0	11716	226
LABNTBNP	1	0	11701	1970
LABLDH	2	0	11649	6700
LABCDTPCR	4	0	11631	9720
LABPTT	90	2	11620	8266
LABBMT2	1	NULL	11550	514
LABBMT2	2	NULL	11550	514
LABBMT2	4	NULL	11550	514
LABBMT2	30	NULL	11550	514
LABBMT2	90	NULL	11550	514
LABBMT2	7	NULL	11550	514
LABGRAM	1	NULL	11526	10254
LABGRAM	2	NULL	11526	10254
LABGRAM	4	NULL	11526	10254
LABGRAM	30	NULL	11526	10254
LABGRAM	90	NULL	11526	10254
LABGRAM	7	NULL	11526	10254
LABBMT1	1	NULL	11461	215
LABBMT1	2	NULL	11461	215
LABBMT1	4	NULL	11461	215
LABBMT1	30	NULL	11461	215
LABBMT1	90	NULL	11461	215
LABBMT1	7	NULL	11461	215
LABNTBNP	2	0	11301	1915
LABK	2	0	11245	8861
LABVANPRL	30	0	11214	5030
LABPTT	30	2	11209	8027
LABDIC	1	0	11180	235
LABCDTPCR	7	0	11078	9439
LABNTBNP	4	0	10892	1888
LABPTT	7	2	10729	7734
LABMGN	1	3	10684	9750
LABRESP	1	NULL	10620	7315
LABRESP	2	NULL	10620	7315
LABRESP	4	NULL	10620	7315
LABRESP	30	NULL	10620	7315
LABRESP	90	NULL	10620	7315
LABRESP	7	NULL	10620	7315
LABLAC	2	1	10579	9411
LABCAI	4	3	10547	8262
LABBMT1	1	0	10537	203
LABFCUL	1	NULL	10532	8509
LABFCUL	2	NULL	10532	8509
LABFCUL	4	NULL	10532	8509
LABFCUL	30	NULL	10532	8509
LABFCUL	90	NULL	10532	8509
LABFCUL	7	NULL	10532	8509
LABNTBNP	7	0	10478	1856
LABVANPRL	90	0	10443	4645
LABPTT	4	2	10395	7503
LABBLC	90	1	10344	9509
LABFK506L	2	2	10317	9904
LABLDH	4	0	10316	6115
LABGRAM	1	0	10249	9103
LABMETB	90	1	10210	2861
LABCBCS	1	NULL	10177	76
LABCBCS	2	NULL	10177	76
LABCBCS	4	NULL	10177	76
LABCBCS	30	NULL	10177	76
LABCBCS	90	NULL	10177	76
LABCBCS	7	NULL	10177	76
LABVBG	2	0	10122	215
LABBMT2	1	0	10102	446
LABCRP	4	0	10062	1869
LABPHOS	1	2	10043	8253
LABBLC	30	1	10013	9320
LABPCCR	1	NULL	9993	6177
LABPCCR	2	NULL	9993	6177
LABPCCR	4	NULL	9993	6177
LABPCCR	30	NULL	9993	6177
LABPCCR	90	NULL	9993	6177
LABMETB	2	1	9993	3189
LABPCCR	7	NULL	9993	6177
LABMETB	30	1	9938	2838
LABDOA	1	NULL	9906	4195
LABDOA	2	NULL	9906	4195
LABDOA	4	NULL	9906	4195
LABDOA	30	NULL	9906	4195
LABDOA	90	NULL	9906	4195
LABDOA	7	NULL	9906	4195
LABPLTS	1	NULL	9837	4646
LABPLTS	2	NULL	9837	4646
LABPLTS	4	NULL	9837	4646
LABPLTS	30	NULL	9837	4646
LABPLTS	90	NULL	9837	4646
LABPLTS	7	NULL	9837	4646
LABPCCR	1	0	9798	6084
LABPCCR	2	0	9795	6083
LABPCCR	4	0	9793	6081
LABPCCR	7	0	9774	6068
LABLDH	7	0	9726	5850
LABLIDOL	1	NULL	9707	7128
LABLIDOL	2	NULL	9707	7128
LABLIDOL	4	NULL	9707	7128
LABLIDOL	30	NULL	9707	7128
LABLIDOL	90	NULL	9707	7128
LABLIDOL	7	NULL	9707	7128
LABRESP	1	0	9665	6563
LABPCCR	30	0	9656	5995
LABMETB	7	1	9652	2807
LABK	4	0	9624	7468
LABPHOS	30	4	9624	8083
LABNTBNP	30	0	9609	1801
LABDOA	1	0	9596	4095
LABPHOS	90	4	9585	8005
LABBLC	7	1	9575	9084
LABMETB	4	1	9550	2801
LABGRAM	2	0	9533	8457
LABPCCR	90	0	9506	5921
LABDOA	2	0	9476	4070
LABDOA	4	0	9341	4044
LABVBG	4	0	9323	199
LABFK506L	4	3	9316	8890
LABPHOS	7	4	9313	7867
LABDOA	7	0	9238	4012
LABLAC	4	1	9133	7961
LABLAC	7	1	9057	7855
LABTNI	1	2	9052	8794
LABCDTPCR	30	0	9043	7665
LABRESP	2	0	9012	6078
LABANER	1	0	8990	7759
LABK	7	0	8990	6930
LABBLC2	90	1	8973	8315
LABLAC	1	2	8957	8403
LABK	2	1	8944	8037
LABNTBNP	90	0	8939	1736
LABLAC	30	1	8911	7679
LABVBG	7	0	8900	190
LABDOA	30	0	8888	3882
LABFT4	1	NULL	8884	8022
LABFT4	2	NULL	8884	8022
LABFT4	4	NULL	8884	8022
LABFT4	30	NULL	8884	8022
LABFT4	90	NULL	8884	8022
LABFT4	7	NULL	8884	8022
LABESRP	1	NULL	8864	2968
LABESRP	2	NULL	8864	2968
LABESRP	4	NULL	8864	2968
LABESRP	30	NULL	8864	2968
LABESRP	90	NULL	8864	2968
LABESRP	7	NULL	8864	2968
LABPLTS	1	0	8824	4474
LABLAC	90	1	8817	7559
LABK	1	2	8804	8273
LABANER	2	0	8774	7609
LABCRP	7	0	8720	1713
LABGRAM	4	0	8663	7695
LABLDH	30	0	8613	5213
LABYPREAL	1	NULL	8606	2148
LABYPREAL	2	NULL	8606	2148
LABYPREAL	4	NULL	8606	2148
LABYPREAL	30	NULL	8606	2148
LABYPREAL	90	NULL	8606	2148
LABYPREAL	7	NULL	8606	2148
LABANER	4	0	8548	7451
LABTRIG	1	NULL	8510	5142
LABTRIG	2	NULL	8510	5142
LABTRIG	4	NULL	8510	5142
LABTRIG	30	NULL	8510	5142
LABTRIG	90	NULL	8510	5142
LABTRIG	7	NULL	8510	5142
LABPCG3V	1	NULL	8507	492
LABPCG3V	2	NULL	8507	492
LABPCG3V	4	NULL	8507	492
LABPCG3V	30	NULL	8507	492
LABPCG3V	90	NULL	8507	492
LABPCG3V	7	NULL	8507	492
LABBLC2	30	1	8499	7943
LABTNI	2	2	8488	8214
LABTNI	7	2	8483	8180
LABLPD	1	NULL	8466	3053
LABLPD	2	NULL	8466	3053
LABLPD	4	NULL	8466	3053
LABLPD	30	NULL	8466	3053
LABLPD	90	NULL	8466	3053
LABLPD	7	NULL	8466	3053
LABDOA	90	0	8455	3724
LABTNI	4	2	8453	8165
LABBLC	4	1	8429	8011
LABFT4	1	0	8421	7621
LABHEPAR	1	0	8404	2515
LABFCUL	1	0	8390	6599
LABTNI	30	2	8389	8058
LABCDTPCR	90	0	8356	7133
LABTNI	90	2	8352	8002
LABK	30	0	8330	6426
LABFT4	2	0	8298	7526
LABVBG	30	0	8254	177
LABPTT	4	3	8242	6684
LABFCUL	2	0	8206	6469
LABANER	7	0	8203	7161
LABFT4	4	0	8197	7444
LABHEPAR	1	1	8181	5452
LABFLDC	1	NULL	8166	6113
LABFLDC	2	NULL	8166	6113
LABFLDC	4	NULL	8166	6113
LABFLDC	30	NULL	8166	6113
LABFLDC	90	NULL	8166	6113
LABFLDC	7	NULL	8166	6113
LABPLTS	2	0	8151	4363
LABYPREAL	1	0	8080	2039
LABK	90	0	8078	6251
LABFT4	7	0	8064	7344
LABLPD	1	0	8047	2909
LABVBG	90	0	8038	171
LABURIC	1	0	8007	7348
LABRESP	4	0	7995	5423
LABESRP	1	0	7964	2718
LABFCUL	4	0	7935	6263
LABLDH	90	0	7924	4808
LABLPD	2	0	7908	2876
LABGRAM	7	0	7894	7016
LABURIC	1	1	7892	7853
LABFK506L	2	0	7859	6270
LABLPD	4	0	7849	2863
LABLPD	7	0	7788	2846
LABCRP	30	0	7751	1580
LABBLC2	7	1	7740	7328
LABLPD	30	0	7685	2818
LABFT4	30	0	7676	7033
LABPHOS	2	3	7642	6237
LABYPREAL	2	0	7635	1942
LABCK	1	0	7623	5143
LABPLTS	4	0	7611	4294
LABFCUL	7	0	7587	5995
LABLPD	90	0	7566	2774
LABANER	30	0	7544	6597
LABFK506L	4	1	7489	6903
LABESRP	2	0	7477	2617
LABBMT1	2	0	7474	195
LABFLDC	1	0	7449	5611
LABLAC	2	2	7446	6928
LABFT4	90	0	7428	6818
LABCBCS	1	0	7411	66
LABPLTS	7	0	7371	4272
LABK	4	1	7351	6521
LABCRP	90	0	7339	1522
LABCAI	90	3	7256	5331
LABCAI	7	3	7252	5390
LABNH3	1	NULL	7224	2680
LABNH3	2	NULL	7224	2680
LABNH3	4	NULL	7224	2680
LABNH3	30	NULL	7224	2680
LABNH3	90	NULL	7224	2680
LABNH3	7	NULL	7224	2680
LABRESP	7	0	7219	4960
LABCAI	30	3	7215	5322
LABFLDC	2	0	7199	5442
LABTRIG	1	0	7198	4452
LABMETB	1	1	7188	2142
LABPHOS	30	5	7176	6133
LABANER	90	0	7161	6256
LABESRP	4	0	7151	2566
