base_name	Window Size	Prior Consecutive Normal	Total Count	Normal Count
LABISOF	90	NULL	451	434
LABDVEHV	7	0	451	292
LABHBPQ	7	NULL	451	327
LABISOF	7	NULL	451	434
LABPCEC4O	90	0	451	17
LABRESP	7	2	451	358
LABVP4	7	0	451	149
LABTBPCRS	1	NULL	450	251
LABTBPCRS	2	NULL	450	251
LABTBPCRS	4	NULL	450	251
LABTBPCRS	30	NULL	450	251
LABTBPCRS	90	NULL	450	251
LABTBPCRS	7	NULL	450	251
LABANER2	7	2	449	412
LABVP4	30	0	449	149
LABGLF	1	NULL	448	249
LABGLF	2	NULL	448	249
LABGLF	4	NULL	448	249
LABGLF	30	NULL	448	249
LABGLF	90	NULL	448	249
LABFLDB	90	0	448	347
LABGLF	7	NULL	448	249
LABGRAM	30	3	448	411
LABVP4	90	0	448	149
LABCRCL	1	0	447	111
LABLIDOL	30	5	447	411
LABLIDOL	90	5	447	411
LABBXTG	4	1	446	383
LABCK	30	3	445	428
LABPCEG7O	1	NULL	445	52
LABPCEG7O	2	NULL	445	52
LABPCEG7O	4	NULL	445	52
LABPCEG7O	30	NULL	445	52
LABPCEG7O	90	NULL	445	52
LABOSM	7	4	445	412
LABOSM	30	4	445	412
LABOSM	90	4	445	412
LABPCEG7O	7	NULL	445	52
LABANER2	4	2	444	410
LABUSPG	30	4	444	443
LABUSPG	90	4	443	442
LABCFRESP	4	0	442	22
LABCRCL	2	0	441	111
LABHFP	1	1	440	180
LABCK	7	3	439	425
LABPCACT	1	NULL	439	93
LABPCACT	2	NULL	439	93
LABPCACT	4	NULL	439	93
LABPCACT	30	NULL	439	93
LABPCACT	90	NULL	439	93
LABPCACT	7	NULL	439	93
LABCFRESP	7	0	438	22
LABCRP	4	1	437	295
LABLIPS	4	3	437	405
LABSIROL	4	0	437	151
LABFLCR	1	NULL	435	73
LABFLCR	2	NULL	435	73
LABFLCR	4	NULL	435	73
LABFLCR	30	NULL	435	73
LABFLCR	90	NULL	435	73
LABFLCR	7	NULL	435	73
LABNH3	1	1	435	267
LABUSPG	4	5	435	431
LABBLCTIP	90	2	432	411
LABESRP	4	1	432	219
LABTBLYM	1	NULL	431	22
LABTBLYM	2	NULL	431	22
LABTBLYM	4	NULL	431	22
LABTBLYM	30	NULL	431	22
LABTBLYM	90	NULL	431	22
LABCRCL	4	0	431	110
LABDVEHV	30	0	431	280
LABFLDC	1	1	431	395
LABHBPQ	1	0	431	318
LABTBLYM	7	NULL	431	22
LABHBPQ	2	0	428	316
LAB11071R	7	NULL	427	388
LABANER2	2	2	427	405
LAB11071R	1	NULL	427	388
LAB11071R	2	NULL	427	388
LAB11071R	4	NULL	427	388
LAB11071R	30	NULL	427	388
LAB11071R	90	NULL	427	388
LABMETHB	1	NULL	427	390
LABMETHB	2	NULL	427	390
LABMETHB	4	NULL	427	390
LABMETHB	30	NULL	427	390
LABMETHB	90	NULL	427	390
LABMETHB	7	NULL	427	390
LABVANPRL	30	4	426	290
LABCLACT	30	0	424	211
LABFLDC	90	2	424	369
LABISOF	1	0	424	409
LABB12	90	1	423	364
LABPROL	1	0	423	226
LABDGHBP	1	NULL	422	324
LABDGHBP	2	NULL	422	324
LABDGHBP	4	NULL	422	324
LABDGHBP	30	NULL	422	324
LABDGHBP	90	NULL	422	324
LABDGHBP	7	NULL	422	324
LABURNC	30	3	422	343
LABHIAB	1	NULL	421	358
LABHIAB	2	NULL	421	358
LABHIAB	4	NULL	421	358
LABHIAB	30	NULL	421	358
LABHIAB	90	NULL	421	358
LABCRCL	7	0	421	108
LABHIAB	7	NULL	421	358
LABTEGCP	4	0	421	210
LABFLCR	1	0	420	72
LABHBPQ	4	0	420	312
LABDGHBP	1	0	419	322
LABDVERVP	30	1	419	349
LABFLCR	2	0	419	72
LABGRAM	4	2	419	388
LABISOF	2	0	419	404
LABTOBPRL	4	0	419	385
LABFLCR	4	0	418	72
LABMB	30	5	418	389
LABUSPG	7	5	418	414
LABDGHBP	2	0	417	320
LABDGHBP	4	0	417	320
LABFIB	4	3	417	328
LABDGHBP	7	0	416	319
LABDIC	90	1	416	35
LABESRP	2	1	416	216
LABSPLAC	4	5	416	410
LAB11071R	1	0	415	377
LABMMAS	1	NULL	415	308
LABMMAS	2	NULL	415	308
LABMMAS	4	NULL	415	308
LABMMAS	30	NULL	415	308
LABMMAS	90	NULL	415	308
LABDVEHV	90	0	415	268
LABMMAS	7	NULL	415	308
LABANER2	1	2	414	400
LABASI	7	1	414	414
LABDGHBP	30	0	414	318
LABTES	1	NULL	413	236
LABTES	2	NULL	413	236
LABTES	4	NULL	413	236
LABTES	30	NULL	413	236
LABTES	90	NULL	413	236
LABDGHBP	90	0	413	317
LABSIROL	7	0	413	144
LABTES	7	NULL	413	236
LABSPLAC	1	5	412	406
LABAMY	4	3	410	404
LABCLACT	90	0	410	203
LABFLCR	7	0	410	72
LABISOF	4	0	410	396
LABSPLAC	2	5	410	405
LABDIC	30	1	409	35
LABHBPQ	7	0	409	307
LABISOF	7	0	408	395
LABCRCL	30	0	407	106
LABDIGL	90	2	407	365
LABTES	1	0	407	236
LABPHEN	4	2	406	302
LABTES	2	0	406	235
LAB11071R	2	0	405	371
LABBLCTIP	2	1	405	381
LABDIGL	4	4	405	387
LABFK506L	1	2	405	388
LABFKOH	90	1	405	301
LABBXTG	2	1	404	366
LABCRCL	90	0	404	106
LAB11071R	4	0	403	370
LABLIPS	90	3	403	362
LABPROL	2	0	403	217
LABTES	4	0	403	233
LABYA1AS	1	NULL	402	228
LABYA1AS	2	NULL	402	228
LABYA1AS	4	NULL	402	228
LABYA1AS	30	NULL	402	228
LABYA1AS	90	NULL	402	228
LABDIC	7	1	402	33
LABTES	7	0	402	232
LABYA1AS	7	NULL	402	228
LAB11071R	7	0	401	368
LABANER	90	3	401	377
LABCFRESP	30	0	401	22
LAB11071R	30	0	400	367
LAB11071R	90	0	400	367
LABDOA	90	1	400	281
LABMMAS	1	0	400	298
LABTBLYM	1	0	400	20
LABFCUL	2	2	399	383
LABSPLAC	7	5	399	392
LABUSPG	30	5	399	395
LABBLCTIP	30	2	398	372
LABC125	7	NULL	398	153
LABC125	1	NULL	398	153
LABC125	2	NULL	398	153
LABC125	4	NULL	398	153
LABC125	30	NULL	398	153
LABC125	90	NULL	398	153
LABT3	1	NULL	398	164
LABT3	2	NULL	398	164
LABT3	4	NULL	398	164
LABT3	30	NULL	398	164
LABT3	90	NULL	398	164
LABDIC	2	1	398	36
LABDIC	4	1	398	33
LABT3	7	NULL	398	164
LABUSPG	90	5	398	394
LABCORTS	2	0	397	213
LABMMAS	2	0	397	295
LABTES	30	0	397	230
LABLACWB	1	5	396	391
LABMB	2	5	396	379
LABMMAS	4	0	396	294
LABPHEN	90	2	396	282
LABBLCSTK	90	2	394	370
LABCRYST	1	NULL	394	201
LABCRYST	2	NULL	394	201
LABCRYST	4	NULL	394	201
LABCRYST	30	NULL	394	201
LABCRYST	90	NULL	394	201
LABCRYST	7	NULL	394	201
LABSIROL	2	1	394	272
LABBUN	90	1	393	150
LABPROL	4	0	393	214
LABFLCR	30	0	392	70
LABTES	90	0	392	228
LABAFBC	90	3	391	381
LABPHEN	30	2	391	280
LABCORTS	4	0	389	207
LABMMAS	7	0	388	290
LABMMAS	30	0	388	290
LABSPLAC	30	5	388	382
LABYA1AS	1	0	388	219
LABCORTS	7	0	387	205
LABHBPQ	30	0	387	294
LABHGBP	1	0	387	328
LABISOF	30	0	387	375
LABPROL	7	0	387	210
LABRESPG	90	1	387	284
LABGIARS	1	NULL	386	384
LABGIARS	2	NULL	386	384
LABGIARS	4	NULL	386	384
LABGIARS	30	NULL	386	384
LABGIARS	90	NULL	386	384
LABVZAB	1	NULL	386	11
LABVZAB	2	NULL	386	11
LABVZAB	4	NULL	386	11
LABVZAB	30	NULL	386	11
LABVZAB	90	NULL	386	11
LABGIARS	7	NULL	386	384
LABMMAS	90	0	386	288
LABVZAB	7	NULL	386	11
LABCORTS	30	0	385	203
LABCORTS	90	0	385	203
LABFLCR	90	0	385	70
LABPROL	30	0	385	209
LABSPLAC	90	5	385	379
LABT3	1	0	385	162
LABHIAB	1	0	384	327
LABPROL	90	0	384	208
LABVZAB	1	0	384	11
LABVZAB	2	0	384	11
LABVZAB	4	0	384	11
LABVZAB	7	0	384	11
LABVZAB	30	0	383	10
LABVZAB	90	0	383	10
LABFT4	1	1	382	364
LABC125	1	0	381	147
LABPROTC	1	NULL	381	298
LABPROTC	2	NULL	381	298
LABPROTC	4	NULL	381	298
LABPROTC	30	NULL	381	298
LABPROTC	90	NULL	381	298
LABPCACTK	90	1	381	75
LABPHEN	7	2	381	280
LABPROTC	7	NULL	381	298
LABAFBCF	90	0	380	357
LABC125	2	0	380	146
LABFKOH	30	1	380	290
LABHBPQ	90	0	380	290
LABPCACTK	1	1	380	74
LABPCACTK	2	1	380	75
LABPCACTK	4	1	380	75
LABPCACTK	7	1	380	75
LABPCACTK	30	1	380	75
LABT3	2	0	379	160
LABVCUL	90	1	379	364
LABISOF	90	0	378	366
LABYA1AS	2	0	378	212
LABBXTG	1	1	377	355
LABC125	4	0	377	143
LABTBLYM	2	0	377	17
LABTBPCRS	1	0	377	206
LABT3	4	0	376	159
LABC125	7	0	375	143
LABSTOBGC	1	NULL	375	61
LABSTOBGC	2	NULL	375	61
LABSTOBGC	4	NULL	375	61
LABSTOBGC	30	NULL	375	61
LABSTOBGC	90	NULL	375	61
LABDIC	1	1	375	41
LABSTOBGC	7	NULL	375	61
LABGNTPRL	2	0	373	303
LABYA1AS	4	0	373	210
LABYA1AS	7	0	373	210
LABPROTS	1	NULL	372	316
LABPROTS	2	NULL	372	316
LABPROTS	4	NULL	372	316
LABPROTS	30	NULL	372	316
LABPROTS	90	NULL	372	316
LABNTBNP	90	1	372	219
LABPCEG7O	1	0	372	43
LABPROTS	7	NULL	372	316
LABLEVETL	1	NULL	371	220
LABLEVETL	2	NULL	371	220
LABLEVETL	4	NULL	371	220
LABLEVETL	30	NULL	371	220
LABLEVETL	90	NULL	371	220
LABLEVETL	7	NULL	371	220
LABMB	7	5	371	348
LABOSM	30	5	371	341
LABOSM	90	5	371	341
LABYA1AS	30	0	371	209
LABDIGL	30	2	370	337
LABOSM	7	5	370	340
LABGIARS	1	0	369	367
LABPROTC	1	0	369	288
LABOSM	4	5	368	339
LABPROTC	2	0	368	287
LABT3	7	0	368	155
LABYA1AS	90	0	368	207
LABHSVZL	1	NULL	367	208
LABHSVZL	2	NULL	367	208
LABHSVZL	4	NULL	367	208
LABHSVZL	30	NULL	367	208
LABHSVZL	90	NULL	367	208
LABTT4	1	NULL	367	236
LABTT4	2	NULL	367	236
LABTT4	4	NULL	367	236
LABTT4	30	NULL	367	236
LABTT4	90	NULL	367	236
LABGIARS	2	0	367	365
LABHSVZL	7	NULL	367	208
LABTT4	7	NULL	367	236
LABESRP	1	1	366	192
LABFIB	90	3	366	273
LABPROTC	4	0	365	286
LABTBPCRS	2	0	365	200
LABHSVPCR	1	NULL	364	342
LABHSVPCR	2	NULL	364	342
LABHSVPCR	4	NULL	364	342
LABHSVPCR	30	NULL	364	342
LABHSVPCR	90	NULL	364	342
LABHBSAG	30	1	364	362
LABHSVPCR	7	NULL	364	342
LABPB	1	0	364	260
LABC125	30	0	363	139
LABHIAB	2	0	363	310
LABPCEG7O	2	0	363	43
LABPROTC	7	0	363	285
LABBLCSTK	30	2	362	334
LABTBLYM	4	0	362	17
LABFCUL	1	2	361	353
LABPROTC	30	0	361	284
LABTT4	1	0	361	232
LABTT4	2	0	361	232
LABTT4	4	0	361	232
LABUA	90	2	361	160
LABDVEVH	1	NULL	360	285
LABDVEVH	2	NULL	360	285
LABDVEVH	4	NULL	360	285
LABDVEVH	30	NULL	360	285
LABDVEVH	90	NULL	360	285
LABDVEVH	7	NULL	360	285
LABHSVPCR	1	0	360	341
LABLDH	4	5	360	341
LABPLTS	90	1	360	266
LABPROTC	90	0	360	283
LABPROTS	1	0	360	305
LABT3	30	0	360	154
LABTT4	7	0	360	232
LABSTPOLY	1	NULL	359	268
LABSTPOLY	2	NULL	359	268
LABSTPOLY	4	NULL	359	268
LABSTPOLY	30	NULL	359	268
LABSTPOLY	90	NULL	359	268
LABFLDC	30	2	359	317
LABPROTS	2	0	359	304
LABSTPOLY	7	NULL	359	268
LABT3	90	0	359	154
LABTT4	30	0	359	232
LABTT4	90	0	359	232
LABAMY	90	2	358	344
LABCK	4	4	358	346
LABPCG3	30	3	358	105
LABPCG3	90	3	358	105
LABC125	90	0	357	138
LABDIGL	4	2	357	344
LABPCG3	7	3	357	105
LABPROTS	4	0	356	303
LABBLC2	7	3	355	337
LABFIB	30	3	355	271
LABPCG3	4	3	355	105
LABINSLF	1	NULL	354	303
LABINSLF	2	NULL	354	303
LABINSLF	4	NULL	354	303
LABINSLF	30	NULL	354	303
LABINSLF	90	NULL	354	303
LABGIARS	4	0	354	352
LABHSVPCR	2	0	354	336
LABINSLF	7	NULL	354	303
LABPCEG7O	4	0	354	42
LABPROTS	7	0	354	302
LABTBLYM	7	0	354	17
LABCLGC2	7	NULL	353	344
LABCLGC2	1	NULL	353	344
LABCLGC2	2	NULL	353	344
LABCLGC2	4	NULL	353	344
LABCLGC2	30	NULL	353	344
LABCLGC2	90	NULL	353	344
LABPROTS	30	0	353	301
LABPALB	7	1	352	246
LABPROTS	90	0	352	300
LABSIROL	30	0	352	129
LABSTPOLY	1	0	352	263
LABCMVPQ	2	1	351	332
LABPCG3	2	3	351	108
LABRESPG	30	1	351	263
LABCMVPQ	90	2	350	324
LABVCUL	30	1	350	336
LABCDTPCR	2	1	349	146
LABGIARS	7	0	349	347
LABHGBP	2	0	349	291
LABPHEN	4	3	349	248
LABTOBPRL	7	0	349	316
LABMALAR	1	NULL	348	308
LABMALAR	2	NULL	348	308
LABMALAR	4	NULL	348	308
LABMALAR	30	NULL	348	308
LABMALAR	90	NULL	348	308
LABMALAR	7	NULL	348	308
LABHSVPCR	4	0	347	331
LABLEVETL	1	0	347	204
LABNORW	1	NULL	346	314
LABNORW	2	NULL	346	314
LABNORW	4	NULL	346	314
LABNORW	30	NULL	346	314
LABNORW	90	NULL	346	314
LABDIGL	7	2	346	324
LABFIB	7	3	346	267
LABNORW	7	NULL	346	314
LABPCEG7O	7	0	346	42
LABTBPCRS	4	0	346	188
LABGIARS	30	0	345	343
LABTBLYM	30	0	345	17
LABACTHO	1	0	343	182
LABBUN	30	1	343	138
LABSIROL	4	1	343	217
LABB12	30	1	342	301
LABFVARZ	1	NULL	342	334
LABFVARZ	2	NULL	342	334
LABFVARZ	4	NULL	342	334
LABFVARZ	30	NULL	342	334
LABFVARZ	90	NULL	342	334
LABFVARZ	7	NULL	342	334
LABSTPOLY	2	0	342	256
LABAFBC	30	3	340	331
LABCLGC2	1	0	340	331
LABCLGC2	2	0	340	331
LABGIARS	90	0	340	338
LABHITAB	90	1	340	298
LABHSVPCR	7	0	340	326
LABHSVZL	1	0	340	191
LABLEVETL	2	0	340	199
LABSTPOLY	4	0	340	254
LABBLC2	30	5	339	325
LABTHEOL	1	NULL	339	144
LABTHEOL	2	NULL	339	144
LABTHEOL	4	NULL	339	144
LABTHEOL	30	NULL	339	144
LABTHEOL	90	NULL	339	144
LABPCEG7O	30	0	339	42
LABSTOBGC	1	0	339	56
LABTHEOL	7	NULL	339	144
LABCFRESP	90	0	338	21
LABPCEG7O	90	0	338	42
LABSTPOLY	7	0	338	253
LABAFBD	90	2	337	335
LABCLGC2	4	0	337	328
LABHIAB	4	0	337	290
LABHSVZL	2	0	337	189
LABSTPOLY	30	0	337	252
LABSTPOLY	90	0	337	252
LABCK	30	4	336	325
LABCMVPQ	30	2	336	313
LABORANER	1	0	336	312
LABTBLYM	90	0	336	17
LABANTIM	7	NULL	335	276
LABANTIM	1	NULL	335	276
LABANTIM	2	NULL	335	276
LABANTIM	4	NULL	335	276
LABANTIM	30	NULL	335	276
LABANTIM	90	NULL	335	276
LABTBPCRS	7	0	335	182
LABAMY	30	2	334	320
LABCLGC2	7	0	334	326
LABCLGC2	30	0	334	326
LABPALB	4	1	334	228
LAB11068R	7	NULL	333	265
LAB11068R	1	NULL	333	265
LAB11068R	2	NULL	333	265
LAB11068R	4	NULL	333	265
LAB11068R	30	NULL	333	265
LAB11068R	90	NULL	333	265
LABCK	90	4	332	321
LABHSVPCR	30	0	332	318
LABMB	4	5	332	311
LABNORW	1	0	332	300
LABCLGC2	90	0	331	323
LABVZVIGG	1	NULL	331	275
LABVZVIGG	2	NULL	331	275
LABVZVIGG	4	NULL	331	275
LABVZVIGG	30	NULL	331	275
LABVZVIGG	90	NULL	331	275
LABORAERO	1	0	331	250
LABVZVIGG	7	NULL	331	275
LABHIAB	7	0	330	286
LABHIVWBL	90	1	330	327
LABVZVIGG	1	0	330	274
LABVZVIGG	2	0	330	274
LABDVEVH	1	0	329	261
LABLEVETL	4	0	329	193
LABVZVIGG	4	0	329	273
LABVZVIGG	7	0	329	273
LABCMVQL	7	NULL	328	276
LABCMVQL	1	NULL	328	276
LABCMVQL	2	NULL	328	276
LABCMVQL	4	NULL	328	276
LABCMVQL	30	NULL	328	276
LABCMVQL	90	NULL	328	276
LABVZVIGG	30	0	328	272
LABVZVIGG	90	0	327	271
LABCZPL	7	NULL	326	99
LABCZPL	1	NULL	326	99
LABCZPL	2	NULL	326	99
LABCZPL	4	NULL	326	99
LABCZPL	30	NULL	326	99
LABCZPL	90	NULL	326	99
LABSTOBGC	2	0	326	56
LABHITAB	30	1	325	283
LABHSVPCR	90	0	325	312
LABHSVZL	4	0	325	182
LABEB	1	NULL	324	196
LABEB	2	NULL	324	196
LABEB	4	NULL	324	196
LABEB	30	NULL	324	196
LABEB	90	NULL	324	196
LABEB	7	NULL	324	196
LABLEVETL	7	0	324	189
LABNORW	2	0	324	294
LABFVARZ	1	0	323	316
LABORANER	2	0	323	299
LABDVERVR	1	NULL	322	245
LABDVERVR	2	NULL	322	245
LABDVERVR	4	NULL	322	245
LABDVERVR	30	NULL	322	245
LABDVERVR	90	NULL	322	245
LABDVERVR	7	NULL	322	245
LABORAERO	2	0	322	246
LABANTIM	1	0	321	264
LABHAP	2	1	321	280
LABSTOBGC	4	0	321	55
LABLIPS	30	3	320	289
LABANTIM	2	0	319	263
LABCMVRO	7	NULL	319	242
LABCMVRO	1	NULL	319	242
LABCMVRO	2	NULL	319	242
LABCMVRO	4	NULL	319	242
LABCMVRO	30	NULL	319	242
LABCMVRO	90	NULL	319	242
LABEB	1	0	319	192
LABFVARZ	2	0	319	312
LABHSVZL	7	0	319	177
LABTBPCRS	30	0	319	171
LABANTIM	4	0	318	262
LABBMT2	4	1	318	78
LAB11068R	1	0	317	251
LABANTIM	7	0	317	261
LABDVEVH	2	0	317	251
LABFCUL	90	3	317	280
LABGLF	1	0	317	182
LABSTOBGC	7	0	317	55
LABTBPCRS	90	0	317	170
LABCRYST	1	0	316	170
LABORANER	4	0	316	293
LABRESP	90	3	316	246
LABANER	30	3	315	296
LABANTIM	30	0	315	259
LABTRFN	1	NULL	315	121
LABTRFN	2	NULL	315	121
LABTRFN	4	NULL	315	121
LABTRFN	30	NULL	315	121
LABTRFN	90	NULL	315	121
LABEB	2	0	315	190
LABHIAB	30	0	315	277
LABPCTNI	90	3	315	298
LABPT	4	5	315	263
LABSTOBGC	30	0	315	55
LABTRFN	7	NULL	315	121
LABANTIM	90	0	314	258
LABBMT2	90	1	314	77
LABYBOH	1	NULL	314	155
LABYBOH	2	NULL	314	155
LABYBOH	4	NULL	314	155
LABYBOH	30	NULL	314	155
LABYBOH	90	NULL	314	155
LABEB	4	0	314	189
LABEB	7	0	314	189
LABFIB	1	3	314	276
LABYBOH	7	NULL	314	155
LABFVARZ	4	0	313	306
LABLEVETL	30	0	313	181
LABORAERO	4	0	313	245
LAB11068R	2	0	312	247
LABACTHO	2	0	312	165
LABBMT2	30	1	312	77
LABCRYST	2	0	312	169
LABEB	30	0	312	189
LABHIAB	90	0	312	274
LABNTBNP	30	1	312	183
LABPLTS	30	1	312	233
LABSTOBGC	90	0	312	55
LABTRIG	30	4	312	275
LAB11068R	4	0	311	246
LABDVEVH	4	0	311	245
LABEB	90	0	311	189
LABFVARZ	7	0	311	304
LABNORW	4	0	311	282
LABCA	1	1	310	208
LABCA	2	1	310	201
LABCRYST	4	0	310	168
LABHSVZL	30	0	310	172
LAB11068R	7	0	309	245
LABRESP	4	2	309	252
LABSIROL	90	0	309	118
LABANCA	7	NULL	308	277
LABCORT	90	2	308	212
LABANCA	1	NULL	308	277
LABANCA	2	NULL	308	277
LABANCA	4	NULL	308	277
LABANCA	30	NULL	308	277
LABANCA	90	NULL	308	277
LABCRYST	7	0	307	166
LABLEVETL	90	0	307	178
LABCK	7	4	306	297
LABORANER	7	0	306	284
LABPTT	1	5	306	280
LABVOLTL	90	1	306	246
LAB11068R	30	0	305	245
LAB11068R	90	0	305	245
LABBMT2	7	1	305	77
LAB11041R	7	1	304	246
LABAMY	7	2	303	294
LABBHB	7	NULL	303	165
LABCA	90	1	303	196
LABBHB	1	NULL	303	165
LABBHB	2	NULL	303	165
LABBHB	4	NULL	303	165
LABBHB	30	NULL	303	165
LABBHB	90	NULL	303	165
LABDVERVR	1	0	303	228
LAB11049R	1	0	302	75
LABHSVGM	1	NULL	302	301
LABHSVGM	2	NULL	302	301
LABHSVGM	4	NULL	302	301
LABHSVGM	30	NULL	302	301
LABHSVGM	90	NULL	302	301
LABHIVWBL	30	1	302	299
LABHSVGM	7	NULL	302	301
LABNORW	7	0	302	276
LABCRYST	30	0	301	164
LABFVARZ	30	0	301	294
LABHEPAR	2	5	301	219
LAB11041R	4	1	300	251
LABCA	30	1	300	193
LABDVERVR	2	0	300	225
LABHSVZL	90	0	300	165
LABCA	7	1	299	193
LABCZPL	1	0	299	89
LABDVERVR	4	0	299	224
LABDVEVH	7	0	299	234
LABORAERO	7	0	299	234
LABB12	7	1	298	265
LABCRYST	90	0	298	163
LABGLF	2	0	298	178
LABTRFN	1	0	298	109
LABANCA	1	0	297	268
LABCMVQL	1	0	297	253
LABCMVQL	2	0	297	253
LABVCULR	1	NULL	297	277
LABVCULR	2	NULL	297	277
LABVCULR	4	NULL	297	277
LABVCULR	30	NULL	297	277
LABVCULR	90	NULL	297	277
LABFVARZ	90	0	297	290
LABVCULR	7	NULL	297	277
LABAMY	4	2	296	288
LABBLCSTK	2	1	296	277
LABAFBD	30	2	295	295
LABDIGL	7	3	295	280
LABPCG3	1	3	295	94
LABCA	4	1	294	189
LABCMVQL	4	0	294	250
LABCMVQT	90	1	294	238
LABDVERVR	7	0	294	223
LABHSVGM	1	0	294	293
LABGNTPRL	4	0	293	235
LABHSVGM	2	0	293	292
LABTOBPRL	30	0	293	264
LABYPREAL	90	2	293	206
LABGLF	4	0	292	176
LABCMVQL	7	0	291	247
LABYCP	1	NULL	291	135
LABYCP	2	NULL	291	135
LABYCP	4	NULL	291	135
LABYCP	30	NULL	291	135
LABYCP	90	NULL	291	135
LABYCP	7	NULL	291	135
LABGLF	7	0	290	175
LABHITAB	7	1	290	261
LABTRFN	2	0	290	103
LABANCA	2	0	289	265
LABORAERO	30	0	289	231
LABPCG3V	30	1	289	61
LABPCG3V	90	1	288	60
LABTRFN	4	0	288	103
LABTRIG	4	2	288	250
LABB12	4	1	287	256
LABCORT	30	2	287	199
LABWNVAB	1	NULL	287	270
LABWNVAB	2	NULL	287	270
LABWNVAB	4	NULL	287	270
LABWNVAB	30	NULL	287	270
LABWNVAB	90	NULL	287	270
LABGLF	30	0	287	172
LABGLF	90	0	287	172
LABHSVGM	4	0	287	286
LABHSVGM	7	0	287	286
LABORANER	30	0	287	270
LABSIROL	7	1	287	175
LABSIROL	30	1	287	177
LABSIROL	90	1	287	174
LABWNVAB	7	NULL	287	270
LAB11041R	7	0	286	203
LABDVERVR	30	0	286	218
LABHSVGM	30	0	286	285
LABCSFC	2	1	285	272
LABHSVGM	90	0	285	284
LABPT	1	3	285	220
LABUEOS	90	1	285	270
LABFACT8	1	0	284	84
LABRETIC	90	1	284	166
LABCMVRO	1	0	283	216
LABDOA	30	1	283	198
LABFER	90	1	283	202
LABTRIG	2	2	283	257
LABVCULR	1	0	283	263
LABWNVAB	1	0	283	266
LABACTHO	4	0	282	152
LABCMVQL	30	0	282	238
LABCMVRO	2	0	282	215
LABDVERVP	7	1	282	228
LABFKOH	7	1	282	227
LABSCMV	90	1	282	276
LABSIROL	1	1	282	197
LABTRFN	7	0	282	103
LABTRIG	90	4	282	245
LABTSH	90	2	282	219
LABVCULR	2	0	282	262
LABLIPS	4	4	281	267
LABWNVAB	2	0	281	264
LABANCA	4	0	280	258
LABDVERVR	90	0	280	213
LABUEOS	30	1	280	264
LABAFBC	7	3	279	272
LABCMVRO	4	0	279	214
LABFIB	2	3	279	226
LABANCA	7	0	278	256
LABCO2	7	NULL	278	235
LABCO2	1	NULL	278	235
LABCO2	2	NULL	278	235
LABCO2	4	NULL	278	235
LABCO2	30	NULL	278	235
LABCO2	90	NULL	278	235
LABLPD	90	1	278	189
LABVCULR	4	0	278	258
LABACTHO	7	0	277	148
LABACTHO	30	0	277	148
LABCSFGL	2	1	277	262
LABDVEVH	30	0	277	218
LAB11098R	7	NULL	276	148
LABACTHO	90	0	276	148
LAB11098R	1	NULL	276	148
LAB11098R	2	NULL	276	148
LAB11098R	4	NULL	276	148
LAB11098R	30	NULL	276	148
LAB11098R	90	NULL	276	148
LABNORW	30	0	276	255
LABANCA	30	0	275	253
LABANCA	90	0	275	253
LABCZPL	2	0	275	84
LABTRFN	30	0	275	103
LABWNVAB	4	0	275	261
LABCMVQL	90	0	274	232
LABCMVRO	7	0	274	211
LABCSFCT	90	1	274	138
LABPTEG	90	1	274	131
LABTRFN	90	0	274	103
LABWNVAB	7	0	274	260
LABYPREAL	30	2	274	201
LABHIVWBL	7	1	273	270
LABORAERO	90	0	273	219
LABPALB	90	1	273	178
LABPROCT	90	1	273	197
LABPTEG	30	1	273	131
LABCMVQT	30	1	272	225
LABORANER	90	0	272	256
LABPCG3V	7	1	272	59
LABPTEG	7	1	271	130
LABFCUL	30	3	270	238
LABPALB	30	1	270	177
LABUAPRN	2	1	270	113
LABVCULR	7	0	270	250
LABWNVAB	30	0	270	256
LAB11098R	1	0	269	144
LABCL	7	NULL	269	189
LABCO2	1	0	269	226
LABCL	1	NULL	269	189
LABCL	2	NULL	269	189
LABCL	4	NULL	269	189
LABCL	30	NULL	269	189
LABCL	90	NULL	269	189
LABYPTHRP	1	NULL	269	209
LABYPTHRP	2	NULL	269	209
LABYPTHRP	4	NULL	269	209
LABYPTHRP	30	NULL	269	209
LABYPTHRP	90	NULL	269	209
LABVANPRL	7	4	269	199
LABVPAL	30	1	269	210
LABWNVAB	90	0	269	255
LABYPTHRP	7	NULL	269	209
LABADVQT	7	NULL	268	213
LABCRP	2	1	268	195
LABCSFCT	30	1	268	137
LABADVQT	1	NULL	268	213
LABADVQT	2	NULL	268	213
LABADVQT	4	NULL	268	213
LABADVQT	30	NULL	268	213
LABADVQT	90	NULL	268	213
LABPTEG	4	1	268	129
LABVPAL	90	1	268	205
LAB11049R	2	0	267	68
LABCL	1	0	267	189
LABNORW	90	0	267	246
LABCO2	2	0	266	223
LABRESPG	7	1	266	201
LABFKOH	4	1	265	216
LABPTEG	1	1	265	127
LABPTEG	2	1	265	127
LAB11098R	2	0	264	143
LABYCOPPR	1	NULL	264	181
LABYCOPPR	2	NULL	264	181
LABYCOPPR	4	NULL	264	181
LABYCOPPR	30	NULL	264	181
LABYCOPPR	90	NULL	264	181
LABYCOPPR	7	NULL	264	181
LABCO2	4	0	263	221
LABAMY	4	4	262	255
LABCL	2	0	262	184
LABCO2	7	0	262	220
