Y,Y_hat_A,Y_hat_B
0.0,0.6937601679076307,0.1214976565549048
1.0,0.5257877635374049,0.8247708636918911
1.0,0.6867600987354353,0.5836131089933606
0.0,0.1357891918440081,0.0593021038992436
0.0,0.315313186701335,0.1265356021254726
0.0,0.1365629517000441,0.0523802466296257
1.0,0.6889237717456148,0.2941465297363996
0.0,0.2481312524063955,0.6486027039655292
0.0,0.2281345958799623,0.0331063621599363
0.0,0.2915710265533038,0.040413878303759
