base_name,window,consecutive,total,normal
CIG,1,1,1,0
CIG,2,1,1,0
CIG,4,1,1,0
CIG,7,1,2,0
CIG,30,1,6,3
CIG,90,1,10,7
CINDX,1,1,1,0
CINDX,2,1,1,0
CINDX,4,1,1,0
CINDX,7,1,3,1
CINDX,30,1,8,5
CINDX,30,2,1,0
CINDX,90,1,11,6
CINDX,90,2,1,0
CK,1,1,9935,9209
CK,1,2,5482,5248
CK,1,3,2068,2005
CK,1,4,567,548
CK,1,5,149,145
CK,2,1,9180,8471
CK,2,2,4945,4694
CK,2,3,2438,2344
CK,2,4,1439,1386
CK,2,5,1630,1591
CK,4,1,8845,8114
CK,4,2,4745,4480
CK,4,3,2447,2352
CK,4,4,1430,1370
CK,4,5,2909,2826
CK,7,1,8907,8165
CK,7,2,4826,4542
CK,7,3,2400,2290
CK,7,4,1400,1340
CK,7,5,3471,3371
CK,30,1,8671,7926
CK,30,2,4880,4590
CK,30,3,2632,2496
CK,30,4,1614,1536
CK,30,5,4325,4167
CK,90,1,8533,7781
CK,90,2,4907,4604
CK,90,3,2760,2616
CK,90,4,1744,1654
CK,90,5,4879,4684
CKMB,1,1,7152,5962
CKMB,1,2,3676,3314
CKMB,1,3,1318,1206
CKMB,1,4,298,271
CKMB,1,5,60,57
CKMB,2,1,6990,5779
CKMB,2,2,3347,2975
CKMB,2,3,1314,1179
CKMB,2,4,673,597
CKMB,2,5,895,822
CKMB,4,1,6885,5660
CKMB,4,2,3340,2963
CKMB,4,3,1440,1275
CKMB,4,4,736,646
CKMB,4,5,1182,1070
CKMB,7,1,6885,5641
CKMB,7,2,3368,2976
CKMB,7,3,1475,1304
CKMB,7,4,784,682
CKMB,7,5,1306,1175
CKMB,30,1,6830,5552
CKMB,30,2,3424,2996
CKMB,30,3,1623,1415
CKMB,30,4,887,765
CKMB,30,5,1565,1406
CKMB,90,1,6785,5493
CKMB,90,2,3496,3040
CKMB,90,3,1718,1492
CKMB,90,4,963,832
CKMB,90,5,1744,1555
CL,1,1,252904,228875
CL,1,2,74889,68025
CL,1,3,28246,25846
CL,1,4,15229,14052
CL,1,5,23896,21776
CL,2,1,207878,186091
CL,2,2,159230,147987
CL,2,3,61678,56977
CL,2,4,39219,36476
CL,2,5,59216,55057
CL,4,1,123364,105384
CL,4,2,89459,81289
CL,4,3,102279,96039
CL,4,4,84934,80321
CL,4,5,137332,128843
CL,7,1,119053,101293
CL,7,2,85780,77733
CL,7,3,62946,58269
CL,7,4,47353,44186
CL,7,5,226151,213823
CL,30,1,112525,95117
CL,30,2,80563,72671
CL,30,3,58930,54276
CL,30,4,45288,42087
CL,30,5,253315,239109
CL,90,1,108080,90928
CL,90,2,77818,69935
CL,90,3,57420,52678
CL,90,4,44492,41217
CL,90,5,270092,254507
CO2,1,1,251977,229059
CO2,1,2,72252,66854
CO2,1,3,21244,19876
CO2,1,4,8666,8208
CO2,1,5,3619,3449
CO2,2,1,203283,183243
CO2,2,2,156600,144626
CO2,2,3,62060,57660
CO2,2,4,38232,35825
CO2,2,5,33119,31294
CO2,4,1,117364,102722
CO2,4,2,89228,81191
CO2,4,3,98629,91838
CO2,4,4,82764,77549
CO2,4,5,117618,110315
CO2,7,1,111994,97714
CO2,7,2,82244,74538
CO2,7,3,62101,57165
CO2,7,4,46621,43210
CO2,7,5,206283,194122
CO2,30,1,105773,91780
CO2,30,2,77265,69779
CO2,30,3,56815,52047
CO2,30,4,43385,40082
CO2,30,5,235186,220954
CO2,90,1,101215,87487
CO2,90,2,74477,67088
CO2,90,3,55387,50623
CO2,90,4,42733,39359
CO2,90,5,251916,236389
COHB,1,1,19914,18100
COHB,1,2,12527,11793
COHB,1,3,9024,8603
COHB,1,4,6127,5912
COHB,1,5,11044,10730
COHB,2,1,18450,16655
COHB,2,2,11554,10858
COHB,2,3,8123,7717
COHB,2,4,6076,5841
COHB,2,5,17164,16617
COHB,4,1,17533,15767
COHB,4,2,10913,10231
COHB,4,3,7828,7425
COHB,4,4,5855,5610
COHB,4,5,20858,20169
COHB,7,1,17141,15392
COHB,7,2,10753,10069
COHB,7,3,7580,7188
COHB,7,4,5686,5454
COHB,7,5,22923,22139
COHB,30,1,16527,14779
COHB,30,2,10520,9834
COHB,30,3,7509,7119
COHB,30,4,5696,5450
COHB,30,5,25455,24553
COHB,90,1,16378,14624
COHB,90,2,10481,9798
COHB,90,3,7523,7124
COHB,90,4,5700,5441
COHB,90,5,26318,25374
COPPER,1,1,5,3
COPPER,2,1,8,5
COPPER,2,2,1,1
COPPER,4,1,8,5
COPPER,4,2,1,1
COPPER,7,1,9,6
COPPER,7,2,2,1
COPPER,30,1,11,7
COPPER,30,2,2,1
COPPER,90,1,13,9
COPPER,90,2,2,1
COPRO3,4,1,1,1
COPRO3,7,1,1,1
COPRO3,30,1,1,1
COPRO3,90,1,1,1
COPROU,1,1,1,1
COPROU,2,1,1,1
COPROU,4,1,2,2
COPROU,7,1,2,2
COPROU,30,1,2,2
COPROU,90,1,2,2
CR,1,1,187198,174297
CR,1,2,42065,39813
CR,1,3,11717,11251
CR,1,4,4775,4628
CR,1,5,2173,2118
CR,2,1,159390,146774
CR,2,2,122012,116289
CR,2,3,38280,36503
CR,2,4,21629,20782
CR,2,5,18874,18372
CR,4,1,84985,74713
CR,4,2,60938,56823
CR,4,3,80145,76959
CR,4,4,68393,66220
CR,4,5,74400,72121
CR,7,1,81331,71092
CR,7,2,57813,53708
CR,7,3,41763,39569
CR,7,4,30998,29690
CR,7,5,160310,155750
CR,30,1,76052,65797
CR,30,2,53524,49391
CR,30,3,38334,36013
CR,30,4,29059,27624
CR,30,5,183149,177594
CR,90,1,72581,62241
CR,90,2,51229,46987
CR,90,3,36935,34530
CR,90,4,28170,26672
CR,90,5,197174,190856
CRP,1,1,86,41
CRP,1,2,1,1
CRP,2,1,130,64
CRP,2,2,17,5
CRP,4,1,239,106
CRP,4,2,28,10
CRP,4,3,5,3
CRP,4,4,2,1
CRP,7,1,277,114
CRP,7,2,55,22
CRP,7,3,7,3
CRP,7,4,3,1
CRP,30,1,313,116
CRP,30,2,68,27
CRP,30,3,20,8
CRP,30,4,5,2
CRP,30,5,4,3
CRP,90,1,332,119
CRP,90,2,72,29
CRP,90,3,20,8
CRP,90,4,6,2
CRP,90,5,4,3
CYCLXR,30,1,1,1
CYCLXR,90,1,1,1
CYTHN,1,1,1,1
CYTHN,2,1,2,2
CYTHN,4,1,2,2
CYTHN,7,1,2,2
CYTHN,30,1,2,2
CYTHN,90,1,2,2
CZPFR,4,1,2,1
CZPFR,7,1,4,3
CZPFR,30,1,6,5
CZPFR,30,2,1,1
CZPFR,90,1,6,5
CZPFR,90,2,1,1
CZPTOT,4,1,2,1
CZPTOT,7,1,4,3
CZPTOT,30,1,6,5
CZPTOT,30,2,1,1
CZPTOT,90,1,7,5
CZPTOT,90,2,1,1
DBIL,1,1,5137,3713
DBIL,1,2,276,223
DBIL,1,3,86,71
DBIL,1,4,16,14
DBIL,1,5,3,3
DBIL,2,1,7093,4923
DBIL,2,2,2746,2147
DBIL,2,3,191,154
DBIL,2,4,87,73
DBIL,2,5,70,57
DBIL,4,1,5120,3320
DBIL,4,2,2320,1671
DBIL,4,3,2332,1875
DBIL,4,4,1183,993
DBIL,4,5,204,167
DBIL,7,1,5090,3246
DBIL,7,2,2337,1677
DBIL,7,3,1427,1111
DBIL,7,4,809,637
DBIL,7,5,1878,1589
DBIL,30,1,5174,3220
DBIL,30,2,2427,1702
DBIL,30,3,1397,1081
DBIL,30,4,894,696
DBIL,30,5,2173,1828
DBIL,90,1,5280,3261
DBIL,90,2,2461,1712
DBIL,90,3,1425,1095
DBIL,90,4,902,699
DBIL,90,5,2258,1885
DDIMER,1,1,322,178
DDIMER,1,2,33,17
DDIMER,1,3,3,2
DDIMER,1,4,2,1
DDIMER,1,5,1,1
DDIMER,2,1,365,203
DDIMER,2,2,140,82
DDIMER,2,3,14,8
DDIMER,2,4,5,2
DDIMER,2,5,2,1
DDIMER,4,1,324,164
DDIMER,4,2,125,73
DDIMER,4,3,75,47
DDIMER,4,4,26,17
DDIMER,4,5,7,5
DDIMER,7,1,329,165
DDIMER,7,2,128,72
DDIMER,7,3,55,35
DDIMER,7,4,29,21
DDIMER,7,5,28,15
DDIMER,30,1,344,169
DDIMER,30,2,132,73
DDIMER,30,3,58,36
DDIMER,30,4,29,21
DDIMER,30,5,28,15
DDIMER,90,1,357,175
DDIMER,90,2,136,73
DDIMER,90,3,63,37
DDIMER,90,4,31,23
DDIMER,90,5,31,16
DESIP,1,1,1,0
DESIP,2,1,2,0
DESIP,4,1,2,0
DESIP,7,1,4,1
DESIP,30,1,3,1
DESIP,30,2,1,0
DESIP,90,1,3,2
DESIP,90,2,2,0
DFIGG,1,1,2,1
DFIGG,2,1,2,1
DFIGG,4,1,2,1
DFIGG,7,1,2,1
DFIGG,30,1,2,1
DFIGG,90,1,2,1
DFIGM,1,1,2,1
DFIGM,2,1,2,1
DFIGM,4,1,2,1
DFIGM,7,1,2,1
DFIGM,30,1,2,1
DFIGM,90,1,2,1
DHEA,2,1,1,0
DHEA,4,1,1,0
DHEA,7,1,1,0
DHEA,30,1,1,0
DHEA,90,1,1,0
DOPA,4,1,3,2
DOPA,7,1,3,2
DOPA,30,1,3,2
DOPA,90,1,4,3
DRVVLA,1,1,1,1
DRVVLA,2,1,1,1
DRVVLA,4,1,1,1
DRVVLA,7,1,2,1
DRVVLA,30,1,2,1
DRVVLA,90,1,2,1
DYSPL,1,1,1,0
DYSPL,2,1,1,0
DYSPL,4,1,1,0
DYSPL,7,1,1,0
DYSPL,30,1,1,0
DYSPL,90,1,1,0
EOS,1,1,157720,155605
EOS,1,2,21586,21201
EOS,1,3,7247,7122
EOS,1,4,3254,3183
EOS,1,5,1497,1475
EOS,2,1,150773,148377
EOS,2,2,112333,111224
EOS,2,3,20284,19958
EOS,2,4,9342,9215
EOS,2,5,11062,10881
EOS,4,1,73808,71841
EOS,4,2,57121,56225
EOS,4,3,84216,83326
EOS,4,4,64873,64347
EOS,4,5,38338,37800
EOS,7,1,68019,66413
EOS,7,2,52341,51309
EOS,7,3,40156,39531
EOS,7,4,30324,29989
EOS,7,5,132694,131267
EOS,30,1,61024,59433
EOS,30,2,46976,46116
EOS,30,3,36317,35677
EOS,30,4,27934,27490
EOS,30,5,162284,160301
EOS,90,1,56344,54864
EOS,90,2,43762,42903
EOS,90,3,34129,33493
EOS,90,4,26668,26211
EOS,90,5,180891,178555
EOSAB,1,1,92425,76934
EOSAB,1,2,9083,7890
EOSAB,1,3,2650,2390
EOSAB,1,4,1008,930
EOSAB,1,5,405,377
EOSAB,2,1,100584,82210
EOSAB,2,2,55464,49713
EOSAB,2,3,7639,6801
EOSAB,2,4,3305,3044
EOSAB,2,5,3290,3054
EOSAB,4,1,63245,47284
EOSAB,4,2,35912,31078
EOSAB,4,3,40885,37350
EOSAB,4,4,26447,24347
EOSAB,4,5,11008,10149
EOSAB,7,1,61705,45760
EOSAB,7,2,34855,29954
EOSAB,7,3,22965,20583
EOSAB,7,4,15628,14166
EOSAB,7,5,45271,41902
EOSAB,30,1,60436,44216
EOSAB,30,2,34222,29040
EOSAB,30,3,22576,19953
EOSAB,30,4,15753,14088
EOSAB,30,5,53659,49154
EOSAB,90,1,59425,43140
EOSAB,90,2,34126,28639
EOSAB,90,3,22794,19941
EOSAB,90,4,16150,14309
EOSAB,90,5,58770,53340
EPINEP,4,1,4,3
EPINEP,7,1,4,3
EPINEP,30,1,4,3
EPINEP,90,1,5,4
ESTRADIOL,4,1,1,0
ESTRADIOL,7,1,1,0
ESTRADIOL,30,1,2,1
ESTRADIOL,90,1,2,1
F8INH,1,1,1,1
F8INH,2,1,1,1
F8INH,4,1,1,1
F8INH,7,1,1,1
F8INH,30,1,2,1
F8INH,30,2,1,0
F8INH,90,1,2,1
F8INH,90,2,1,0
FACIDTOT,1,1,1,1
FACIDTOT,2,1,1,1
FACIDTOT,4,1,2,2
FACIDTOT,7,1,2,2
FACIDTOT,30,1,2,2
FACIDTOT,30,2,3,3
FACIDTOT,30,3,1,1
FACIDTOT,90,1,1,1
FACIDTOT,90,2,1,1
FACIDTOT,90,3,1,1
FACIDTOT,90,4,1,1
FACIDTOT,90,5,2,2
FATPC,1,1,1,1
FATPC,2,1,1,1
FATPC,4,1,3,1
FATPC,7,1,3,1
FATPC,30,1,3,1
FATPC,90,1,3,1
FATTOT,4,1,1,1
FATTOT,7,1,1,1
FATTOT,30,1,1,1
FATTOT,90,1,1,1
FIBRINOGENA,1,1,8,3
FIBRINOGENA,2,1,21,11
FIBRINOGENA,2,2,2,1
FIBRINOGENA,4,1,17,11
FIBRINOGENA,4,2,7,3
FIBRINOGENA,4,3,5,3
FIBRINOGENA,7,1,15,9
FIBRINOGENA,7,2,7,5
FIBRINOGENA,7,3,4,1
FIBRINOGENA,7,4,1,1
FIBRINOGENA,7,5,2,1
FIBRINOGENA,30,1,15,9
FIBRINOGENA,30,2,7,5
FIBRINOGENA,30,3,4,1
FIBRINOGENA,30,4,1,1
FIBRINOGENA,30,5,2,1
FIBRINOGENA,90,1,15,9
FIBRINOGENA,90,2,7,5
FIBRINOGENA,90,3,4,1
FIBRINOGENA,90,4,1,1
FIBRINOGENA,90,5,2,1
FLEC,1,1,1,0
FLEC,2,1,1,0
FLEC,4,1,2,0
FLEC,7,1,2,0
FLEC,30,1,3,1
FLEC,90,1,4,2
FLEC,90,2,1,1
FLUCOZ,1,1,1,1
FLUCOZ,2,1,1,1
FLUCOZ,4,1,1,1
FLUCOZ,7,1,3,2
FLUCOZ,30,1,7,2
FLUCOZ,90,1,8,2
FMYABM,4,1,1,1
FMYABM,7,1,1,1
FMYABM,30,1,1,1
FMYABM,90,1,1,1
FREEVITA,1,1,1,0
FREEVITA,2,1,2,1
FREEVITA,4,1,3,2
FREEVITA,7,1,4,2
FREEVITA,30,1,6,3
FREEVITA,90,1,7,5
FREEVITA,90,2,2,1
FRUCTM,2,1,1,1
FRUCTM,4,1,1,1
FRUCTM,7,1,1,1
FRUCTM,30,1,1,1
FRUCTM,90,1,3,3
FSH,4,1,1,0
FSH,7,1,1,0
FSH,30,1,1,0
FSH,90,1,1,0
GAD65AB,2,1,1,1
GAD65AB,4,1,1,1
GAD65AB,7,1,1,1
GAD65AB,30,1,1,1
GAD65AB,90,1,1,1
GASTRIN,1,1,1,0
GASTRIN,2,1,2,1
GASTRIN,4,1,5,3
GASTRIN,7,1,6,3
GASTRIN,30,1,6,3
GASTRIN,90,1,6,3
GENTTRO,1,1,94,74
GENTTRO,1,2,6,4
GENTTRO,2,1,160,122
GENTTRO,2,2,33,30
GENTTRO,2,3,2,2
GENTTRO,4,1,150,110
GENTTRO,4,2,63,57
GENTTRO,4,3,33,28
GENTTRO,4,4,7,6
GENTTRO,7,1,146,105
GENTTRO,7,2,71,64
GENTTRO,7,3,32,26
GENTTRO,7,4,15,14
GENTTRO,7,5,16,15
GENTTRO,30,1,139,98
GENTTRO,30,2,65,58
GENTTRO,30,3,33,25
GENTTRO,30,4,16,15
GENTTRO,30,5,36,33
GENTTRO,90,1,140,99
GENTTRO,90,2,66,59
GENTTRO,90,3,33,25
GENTTRO,90,4,16,15
GENTTRO,90,5,37,33
GGT,1,1,122,111
GGT,1,2,9,9
GGT,1,3,8,8
GGT,1,4,7,7
GGT,1,5,1,1
GGT,2,1,137,124
GGT,2,2,78,75
GGT,2,3,7,7
GGT,2,4,5,5
GGT,2,5,6,6
GGT,4,1,81,69
GGT,4,2,47,47
GGT,4,3,72,70
GGT,4,4,38,35
GGT,4,5,7,6
GGT,7,1,77,65
GGT,7,2,48,48
GGT,7,3,35,33
GGT,7,4,21,19
GGT,7,5,70,67
GGT,30,1,80,66
GGT,30,2,46,46
GGT,30,3,35,33
GGT,30,4,21,19
GGT,30,5,86,82
GGT,90,1,84,66
GGT,90,2,45,45
GGT,90,3,34,32
GGT,90,4,22,20
GGT,90,5,91,87
GH,1,1,7,5
GH,1,2,1,1
GH,1,3,1,1
GH,2,1,13,11
GH,2,2,1,1
GH,2,3,1,1
GH,4,1,14,13
GH,4,2,3,2
GH,4,3,1,1
GH,7,1,14,13
GH,7,2,3,2
GH,7,3,1,1
GH,30,1,14,13
GH,30,2,3,2
GH,30,3,1,1
GH,90,1,14,13
GH,90,2,3,2
GH,90,3,1,1
GLU,1,1,92451,46637
GLU,1,2,12261,6394
GLU,1,3,3050,1700
GLU,1,4,1173,724
GLU,1,5,993,663
GLU,2,1,104905,53620
GLU,2,2,36360,22497
GLU,2,3,7104,4007
GLU,2,4,2518,1517
GLU,2,5,1874,1190
GLU,4,1,89129,41602
GLU,4,2,33199,19730
GLU,4,3,20057,13618
GLU,4,4,9852,7034
GLU,4,5,4147,2697
GLU,7,1,88863,41234
GLU,7,2,33408,19730
GLU,7,3,15795,10058
GLU,7,4,8008,5446
GLU,7,5,11823,8880
GLU,30,1,89417,41094
GLU,30,2,34005,19730
GLU,30,3,16384,10148
GLU,30,4,8555,5698
GLU,30,5,13624,10071
GLU,90,1,89945,41031
GLU,90,2,34690,19888
GLU,90,3,16921,10371
GLU,90,4,8959,5889
GLU,90,5,14672,10685
GLUCSF,1,1,122,110
GLUCSF,1,2,10,10
GLUCSF,1,3,1,1
GLUCSF,1,4,1,1
GLUCSF,1,5,2,2
GLUCSF,2,1,261,242
GLUCSF,2,2,38,35
GLUCSF,2,3,8,8
GLUCSF,2,4,2,2
GLUCSF,2,5,2,2
GLUCSF,4,1,478,450
GLUCSF,4,2,98,90
GLUCSF,4,3,32,31
GLUCSF,4,4,21,21
GLUCSF,4,5,8,8
GLUCSF,7,1,492,454
GLUCSF,7,2,193,187
GLUCSF,7,3,67,64
GLUCSF,7,4,26,24
GLUCSF,7,5,47,45
GLUCSF,30,1,493,450
GLUCSF,30,2,211,201
GLUCSF,30,3,112,109
GLUCSF,30,4,59,57
GLUCSF,30,5,157,148
GLUCSF,90,1,525,482
GLUCSF,90,2,233,222
GLUCSF,90,3,117,114
GLUCSF,90,4,65,63
GLUCSF,90,5,184,174
GLUF,1,1,22,16
GLUF,1,2,10,7
GLUF,1,3,9,8
GLUF,1,4,5,4
GLUF,1,5,13,11
GLUF,2,1,29,17
GLUF,2,2,10,7
GLUF,2,3,5,5
GLUF,2,4,5,4
GLUF,2,5,18,14
GLUF,4,1,29,17
GLUF,4,2,12,7
GLUF,4,3,5,5
GLUF,4,4,5,4
GLUF,4,5,18,14
GLUF,7,1,31,18
GLUF,7,2,12,7
GLUF,7,3,5,5
GLUF,7,4,5,4
GLUF,7,5,18,14
GLUF,30,1,33,20
GLUF,30,2,12,7
GLUF,30,3,5,5
GLUF,30,4,5,4
GLUF,30,5,18,14
GLUF,90,1,34,21
GLUF,90,2,12,7
GLUF,90,3,5,5
GLUF,90,4,5,4
GLUF,90,5,18,14
GTT2,1,1,1,0
GTT2,2,1,1,0
GTT2,4,1,1,0
GTT2,7,1,1,0
GTT2,30,1,1,0
GTT2,90,1,1,0
HCT,1,1,50342,28498
HCT,1,2,7673,4697
HCT,1,3,2340,1506
HCT,1,4,865,599
HCT,1,5,787,626
HCT,2,1,51324,28254
HCT,2,2,21355,15083
HCT,2,3,4612,3134
HCT,2,4,1666,1153
HCT,2,5,1704,1316
HCT,4,1,44225,22079
HCT,4,2,17179,11315
HCT,4,3,10892,8417
HCT,4,4,6511,5290
HCT,4,5,3993,3183
HCT,7,1,44158,21992
HCT,7,2,17205,11278
HCT,7,3,8640,6410
HCT,7,4,4848,3798
HCT,7,5,8928,7480
HCT,30,1,43940,21783
HCT,30,2,17343,11292
HCT,30,3,8786,6481
HCT,30,4,5037,3909
HCT,30,5,10360,8640
HCT,90,1,43686,21581
HCT,90,2,17461,11316
HCT,90,3,8996,6598
HCT,90,4,5252,4046
HCT,90,5,11479,9521
HDL,1,1,371,313
HDL,1,2,9,9
HDL,2,1,445,368
HDL,2,2,27,26
HDL,4,1,473,387
HDL,4,2,26,23
HDL,4,3,9,9
HDL,4,4,1,1
HDL,7,1,503,406
HDL,7,2,26,23
HDL,7,3,6,6
HDL,7,4,4,4
HDL,30,1,559,445
HDL,30,2,33,26
HDL,30,3,6,6
HDL,30,4,4,4
HDL,90,1,639,506
HDL,90,2,48,37
HDL,90,3,6,6
HDL,90,4,4,4
HEPAR,1,1,7971,5365
HEPAR,1,2,3335,2394
HEPAR,1,3,1069,799
HEPAR,1,4,174,137
HEPAR,1,5,15,13
HEPAR,2,1,6813,4433
HEPAR,2,2,4191,2964
HEPAR,2,3,1937,1417
HEPAR,2,4,762,538
HEPAR,2,5,462,344
HEPAR,4,1,6199,3987
HEPAR,4,2,3436,2385
HEPAR,4,3,2098,1491
HEPAR,4,4,1266,908
HEPAR,4,5,1306,958
HEPAR,7,1,6200,3976
HEPAR,7,2,3408,2367
HEPAR,7,3,1973,1388
HEPAR,7,4,1135,797
HEPAR,7,5,1660,1212
HEPAR,30,1,6219,3974
HEPAR,30,2,3427,2368
HEPAR,30,3,1984,1392
HEPAR,30,4,1147,798
HEPAR,30,5,1707,1232
HEPAR,90,1,6229,3969
HEPAR,90,2,3442,2372
HEPAR,90,3,1997,1393
HEPAR,90,4,1152,799
HEPAR,90,5,1730,1239
HEPCOH,1,1,1,1
HEPCOH,2,1,1,1
HEPCOH,4,1,2,2
HEPCOH,7,1,2,2
HEPCOH,30,1,2,2
HEPCOH,90,1,2,2
HGB,1,1,46247,27999
HGB,1,2,4179,2877
HGB,1,3,829,632
HGB,1,4,265,215
HGB,1,5,119,98
HGB,2,1,48137,28363
HGB,2,2,20172,15086
HGB,2,3,2909,2103
HGB,2,4,768,591
HGB,2,5,589,486
HGB,4,1,39897,21216
HGB,4,2,15637,11051
HGB,4,3,10807,8743
HGB,4,4,6339,5326
HGB,4,5,2189,1778
HGB,7,1,39817,21094
HGB,7,2,15661,11014
HGB,7,3,8058,6269
HGB,7,4,4497,3713
HGB,7,5,7878,6741
HGB,30,1,39601,20873
HGB,30,2,15863,11067
HGB,30,3,8266,6386
HGB,30,4,4757,3875
HGB,30,5,9310,7881
HGB,90,1,39329,20646
HGB,90,2,15986,11072
HGB,90,3,8482,6517
HGB,90,4,4999,4039
HGB,90,5,10528,8848
HGBBG,1,1,3211,1439
HGBBG,1,2,840,443
HGBBG,1,3,296,200
HGBBG,1,4,131,99
HGBBG,1,5,116,89
HGBBG,2,1,3292,1459
HGBBG,2,2,855,442
HGBBG,2,3,285,186
HGBBG,2,4,122,90
HGBBG,2,5,214,164
HGBBG,4,1,3376,1477
HGBBG,4,2,876,458
HGBBG,4,3,304,199
HGBBG,4,4,129,93
HGBBG,4,5,233,176
HGBBG,7,1,3421,1481
HGBBG,7,2,915,472
HGBBG,7,3,317,202
HGBBG,7,4,139,99
HGBBG,7,5,242,184
HGBBG,30,1,3496,1484
HGBBG,30,2,938,479
HGBBG,30,3,333,209
HGBBG,30,4,146,103
HGBBG,30,5,256,192
HGBBG,90,1,3558,1496
HGBBG,90,2,953,484
HGBBG,90,3,341,210
HGBBG,90,4,150,105
HGBBG,90,5,262,196
HGBS,1,1,11,9
HGBS,1,2,4,4
HGBS,1,3,1,1
HGBS,1,4,1,1
HGBS,2,1,12,10
HGBS,2,2,4,4
HGBS,2,3,1,1
HGBS,2,4,1,1
HGBS,4,1,13,11
HGBS,4,2,4,4
HGBS,4,3,1,1
HGBS,4,4,1,1
HGBS,7,1,16,15
HGBS,7,2,5,4
HGBS,7,3,1,1
HGBS,7,4,1,1
HGBS,30,1,16,15
HGBS,30,2,6,6
HGBS,30,3,2,1
HGBS,30,4,1,1
HGBS,90,1,15,14
HGBS,90,2,8,8
HGBS,90,3,2,1
HGBS,90,4,1,1
HGBS,90,5,2,2
HMCY,1,1,19,19
HMCY,1,2,1,1
HMCY,1,3,1,1
HMCY,2,1,19,19
HMCY,2,2,3,3
HMCY,2,3,1,1
HMCY,4,1,22,21
HMCY,4,2,3,3
HMCY,4,3,1,1
HMCY,7,1,24,23
HMCY,7,2,3,3
HMCY,7,3,1,1
HMCY,30,1,25,24
HMCY,30,2,3,3
HMCY,30,3,1,1
HMCY,90,1,26,25
HMCY,90,2,3,3
HMCY,90,3,1,1
HSCRP,1,1,2,2
HSCRP,2,1,2,2
HSCRP,4,1,3,3
HSCRP,7,1,4,4
HSCRP,30,1,4,4
HSCRP,90,1,5,4
IBIL,1,1,7702,6360
IBIL,1,2,637,567
IBIL,1,3,179,163
IBIL,1,4,61,59
IBIL,1,5,8,7
IBIL,2,1,9661,7672
IBIL,2,2,4691,4138
IBIL,2,3,553,482
IBIL,2,4,259,237
IBIL,2,5,233,221
IBIL,4,1,5946,4318
IBIL,4,2,3154,2582
IBIL,4,3,4201,3734
IBIL,4,4,2576,2357
IBIL,4,5,837,775
IBIL,7,1,5791,4126
IBIL,7,2,3017,2435
IBIL,7,3,2117,1798
IBIL,7,4,1414,1232
IBIL,7,5,4889,4531
IBIL,30,1,5780,4025
IBIL,30,2,3041,2415
IBIL,30,3,2003,1678
IBIL,30,4,1433,1237
IBIL,30,5,5698,5257
IBIL,90,1,5857,4045
IBIL,90,2,3073,2429
IBIL,90,3,2031,1697
IBIL,90,4,1445,1242
IBIL,90,5,5901,5413
IGET,1,1,5,4
IGET,2,1,5,4
IGET,4,1,6,5
IGET,7,1,6,5
IGET,30,1,26,24
IGET,90,1,95,84
IGET,90,2,10,9
IGF,1,1,1,1
IGF,2,1,1,1
IGF,4,1,1,1
IGF,7,1,1,1
IGF,30,1,1,1
IGF,90,1,1,1
IMIDESI,2,1,1,0
IMIDESI,4,1,1,0
IMIDESI,7,1,1,0
IMIDESI,30,1,1,0
IMIDESI,90,1,1,0
IMMPL,2,1,1,0
IMMPL,4,1,1,0
IMMPL,7,1,1,0
IMMPL,30,1,1,0
IMMPL,90,1,1,0
INR,1,1,19283,12347
INR,1,2,1675,1194
INR,1,3,354,279
INR,1,4,129,112
INR,1,5,36,30
INR,2,1,22606,14095
INR,2,2,8242,6136
INR,2,3,1158,851
INR,2,4,397,326
INR,2,5,288,247
INR,4,1,18820,10681
INR,4,2,6853,4723
INR,4,3,5196,4288
INR,4,4,2953,2472
INR,4,5,1022,852
INR,7,1,19153,10803
INR,7,2,7113,4900
INR,7,3,3470,2694
INR,7,4,1999,1629
INR,7,5,4383,3798
INR,30,1,19873,11089
INR,30,2,7548,5122
INR,30,3,3744,2833
INR,30,4,2204,1760
INR,30,5,5064,4322
INR,90,1,20337,11289
INR,90,2,7945,5319
INR,90,3,3947,2967
INR,90,4,2343,1842
INR,90,5,5495,4641
INSF,1,1,30,24
INSF,1,2,22,21
INSF,1,3,24,24
INSF,1,4,15,14
INSF,1,5,16,15
INSF,2,1,31,28
INSF,2,2,21,19
INSF,2,3,11,11
INSF,2,4,10,9
INSF,2,5,46,43
INSF,4,1,21,18
INSF,4,2,13,13
INSF,4,3,21,20
INSF,4,4,17,15
INSF,4,5,48,45
INSF,7,1,23,18
INSF,7,2,13,13
INSF,7,3,13,13
INSF,7,4,13,11
INSF,7,5,60,56
INSF,30,1,25,19
INSF,30,2,13,13
INSF,30,3,13,13
INSF,30,4,13,11
INSF,30,5,60,56
INSF,90,1,26,20
INSF,90,2,13,13
INSF,90,3,13,13
INSF,90,4,13,11
INSF,90,5,60,56
INSU,1,1,7,6
INSU,1,2,4,3
INSU,1,3,6,6
INSU,1,4,3,3
INSU,1,5,2,2
INSU,2,1,5,4
INSU,2,2,4,3
INSU,2,3,2,2
INSU,2,4,3,3
INSU,2,5,10,10
INSU,4,1,7,5
INSU,4,2,3,2
INSU,4,3,2,2
INSU,4,4,2,2
INSU,4,5,12,12
INSU,7,1,6,4
INSU,7,2,4,3
INSU,7,3,2,2
INSU,7,4,2,2
INSU,7,5,12,12
